contact_id,listing_id,listing_source,user_id,product_area,reason,created_date,resolved_date,resolution_time_hours,description,metadata
105,9122,property,6836,Property,Billing,2025-01-13 17:42:23,2025-01-14 05:13:31,11.52,Subscription billing query,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0041"", ""tags"": [""billing""], ""escalated"": false}"
106,5603,property,4153,Property,Billing,2024-01-26 11:22:56,2024-01-27 05:00:56,17.63,Charged incorrectly for listing fee,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0031"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
107,3083,motors,9310,Motors,Fraud,2025-10-15 03:14:53,2025-10-17 07:27:01,52.2,Item received does not match description,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0018"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
108,4320,marketplace,5085,Marketplace,Billing,2024-07-01 23:20:19,2024-07-03 13:56:22,38.6,Need refund for cancelled listing,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0009"", ""tags"": [""billing""], ""escalated"": false}"
109,NULL,NULL,9393,Motors,Account,2024-04-20 11:52:44,2024-04-20 14:02:01,2.15,Cannot reset password,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0035"", ""tags"": [""account""], ""escalated"": false}"
110,32166,marketplace,3737,Marketplace,Billing,2023-09-30 05:38:28,2023-10-01 02:39:36,21.02,Double-charged for feature upgrade,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0038"", ""tags"": [""billing""], ""escalated"": false}"
111,28356,marketplace,555,Marketplace,Delivery,2026-03-12 11:53:43,2026-03-20 22:21:27,202.46,Item arrived damaged,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0002"", ""tags"": [""delivery""], ""escalated"": false}"
112,2525,property,8761,Property,Listing Quality,2025-06-05 14:52:15,2025-06-05 20:22:21,5.5,Price seems unrealistic,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0047"", ""tags"": [""listing_quality""], ""escalated"": false}"
113,12017,property,3453,Property,Fraud,2025-01-25 03:17:26,2025-01-30 19:25:20,136.13,Account appears to be compromised,"{""channel"": ""Phone"", ""priority"": ""High"", ""agent_id"": ""AGT-0029"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
114,26021,marketplace,3498,Marketplace,Billing,2024-05-27 20:01:45,2024-05-28 13:20:46,17.32,Need refund for cancelled listing,"{""channel"": ""Web"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0022"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
115,28035,marketplace,4969,Marketplace,Delivery,2024-12-14 18:24:00,2024-12-21 16:38:48,166.25,Tracking number not valid,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0007"", ""tags"": [""delivery""], ""escalated"": false}"
116,5821,motors,5365,Motors,Listing Quality,2025-11-19 19:25:18,2025-11-20 08:49:51,13.41,Price seems unrealistic,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0019"", ""tags"": [""listing_quality""], ""escalated"": false}"
117,10077,jobs,5896,Jobs,Listing Quality,2024-07-15 19:23:33,2024-07-16 02:56:02,7.54,Photos are stock images not actual item,"{""channel"": ""Phone"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0012"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
118,7550,motors,3103,Motors,Billing,2025-10-10 03:39:14,2025-10-12 08:17:19,52.63,Charged incorrectly for listing fee,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0031"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
119,NULL,NULL,1377,Jobs,Account,2024-11-03 01:37:59,2024-11-03 15:57:45,14.33,Two-factor authentication issue,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0005"", ""tags"": [""account""], ""escalated"": false}"
120,4478,motors,6708,Motors,Listing Quality,2025-03-24 05:08:18,2025-03-24 12:22:42,7.24,Price seems unrealistic,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0048"", ""tags"": [""listing_quality""], ""escalated"": false}"
121,21976,marketplace,2803,Marketplace,Listing Quality,2024-05-14 18:51:53,2024-05-15 15:07:56,20.27,Description contains misleading information,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0046"", ""tags"": [""listing_quality""], ""escalated"": false}"
122,NULL,NULL,9162,Jobs,Account,2024-08-02 07:27:33,2024-08-02 13:49:21,6.36,Account suspended without explanation,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0040"", ""tags"": [""account"", ""escalation_risk""], ""escalated"": false}"
123,37616,marketplace,5017,Marketplace,Billing,2026-05-24 15:13:04,2026-05-25 10:19:16,19.1,Payment not processed correctly,"{""channel"": ""App"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0003"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
124,5729,property,3211,Property,Billing,2024-07-01 09:28:22,2024-07-02 16:35:40,31.12,Charged incorrectly for listing fee,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0013"", ""tags"": [""billing""], ""escalated"": false}"
125,45042,marketplace,9013,Marketplace,Delivery,2025-11-23 05:03:41,2025-11-28 06:40:42,121.62,Item arrived damaged,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0038"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
126,20220,marketplace,6925,Marketplace,Billing,2024-05-21 08:37:06,2024-05-22 11:23:35,26.77,Double-charged for feature upgrade,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0005"", ""tags"": [""billing""], ""escalated"": false}"
127,49009,marketplace,9781,Marketplace,Billing,2025-08-20 14:57:45,2025-08-21 21:52:39,30.92,Need refund for cancelled listing,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0007"", ""tags"": [""billing""], ""escalated"": false}"
128,6909,marketplace,4938,Marketplace,Listing Quality,2025-04-02 16:03:09,2025-04-03 13:26:03,21.38,Duplicate listing reported,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0024"", ""tags"": [""listing_quality""], ""escalated"": false}"
129,8159,property,8622,Property,Billing,2023-11-19 12:42:11,2023-11-20 14:50:19,26.14,Charged incorrectly for listing fee,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0011"", ""tags"": [""billing""], ""escalated"": false}"
130,NULL,NULL,8660,Motors,Account,2026-07-19 20:02:22,2026-07-19 22:46:03,2.73,Need to update email address,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0037"", ""tags"": [""account""], ""escalated"": false}"
131,NULL,NULL,9058,Property,Account,2023-09-29 10:05:32,2023-09-29 20:24:01,10.31,Requesting account deletion,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0040"", ""tags"": [""account""], ""escalated"": false}"
132,NULL,NULL,8261,Jobs,Account,2024-11-08 04:36:01,2024-11-08 17:03:24,12.46,Two-factor authentication issue,"{""channel"": ""Phone"", ""priority"": ""High"", ""agent_id"": ""AGT-0021"", ""tags"": [""account"", ""escalation_risk""], ""escalated"": false}"
133,2718,property,3313,Property,Technical,2024-08-18 21:39:38,2024-08-19 23:06:07,25.44,Payment gateway error,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0001"", ""tags"": [""technical""], ""escalated"": false}"
134,9661,jobs,4263,Jobs,Technical,2025-07-08 08:36:17,2025-07-08 21:05:40,12.49,Page not loading correctly on mobile,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0046"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": false}"
135,4829,jobs,9598,Jobs,Listing Quality,2023-09-15 23:05:14,2023-09-16 16:29:46,17.41,Listing has incorrect category,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0004"", ""tags"": [""listing_quality""], ""escalated"": false}"
136,48734,marketplace,3236,Marketplace,Delivery,2023-11-15 18:59:09,2023-11-24 08:19:15,205.34,Tracking number not valid,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0009"", ""tags"": [""delivery""], ""escalated"": false}"
137,2833,motors,9269,Motors,Listing Quality,2023-11-22 15:05:51,2023-11-23 03:56:14,12.84,Duplicate listing reported,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0046"", ""tags"": [""listing_quality""], ""escalated"": false}"
138,5913,motors,7723,Motors,Billing,2024-07-19 00:09:33,2024-07-19 15:54:57,15.76,Charged incorrectly for listing fee,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0015"", ""tags"": [""billing""], ""escalated"": false}"
139,NULL,NULL,3311,Marketplace,Account,2023-11-18 19:24:01,2023-11-19 01:50:09,6.44,Account suspended without explanation,"{""channel"": ""Web"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0023"", ""tags"": [""account"", ""escalation_risk""], ""escalated"": true}"
140,8107,jobs,2841,Jobs,Fraud,2024-06-15 08:16:27,2024-06-16 07:57:42,23.69,Seller not responding after payment,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0038"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
141,7923,property,495,Property,Fraud,2025-09-19 12:31:19,2025-09-23 03:31:44,87.01,Account appears to be compromised,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0007"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
142,6351,property,9819,Property,Billing,2024-11-01 23:02:45,2024-11-04 10:28:58,59.44,Charged incorrectly for listing fee,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0038"", ""tags"": [""billing""], ""escalated"": false}"
143,44443,marketplace,1016,Marketplace,Listing Quality,2024-07-09 15:45:46,2024-07-10 10:04:59,18.32,Description contains misleading information,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0050"", ""tags"": [""listing_quality""], ""escalated"": false}"
144,14930,property,5514,Property,Billing,2025-02-28 21:22:04,2025-03-02 13:26:20,40.07,Payment not processed correctly,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0018"", ""tags"": [""billing""], ""escalated"": false}"
145,23709,marketplace,2089,Marketplace,Billing,2026-02-28 12:14:40,2026-03-01 13:56:32,25.7,Charged incorrectly for listing fee,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0026"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
146,9597,motors,1577,Motors,Listing Quality,2024-11-20 06:42:51,2024-11-20 12:03:27,5.34,Duplicate listing reported,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0012"", ""tags"": [""listing_quality""], ""escalated"": false}"
147,14618,marketplace,5721,Marketplace,Fraud,2026-06-07 05:23:39,NULL,NULL,Account appears to be compromised,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0037"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
148,1256,marketplace,3893,Marketplace,Listing Quality,2025-06-26 00:07:09,2025-06-26 12:33:37,12.44,Listing has incorrect category,"{""channel"": ""App"", ""priority"": ""Low"", ""agent_id"": ""AGT-0006"", ""tags"": [""listing_quality""], ""escalated"": false}"
149,9241,property,3221,Property,Listing Quality,2025-12-05 00:26:23,2025-12-05 03:02:25,2.6,Duplicate listing reported,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0008"", ""tags"": [""listing_quality""], ""escalated"": false}"
150,NULL,NULL,3075,Motors,Account,2024-02-17 23:48:23,NULL,NULL,Two-factor authentication issue,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0040"", ""tags"": [""account""], ""escalated"": false}"
151,NULL,NULL,2823,Motors,Account,2024-05-08 04:33:21,2024-05-08 14:44:06,10.18,Requesting account deletion,"{""channel"": ""App"", ""priority"": ""Low"", ""agent_id"": ""AGT-0002"", ""tags"": [""account""], ""escalated"": false}"
152,10095,marketplace,5968,Marketplace,Billing,2024-07-10 06:04:40,2024-07-10 22:34:37,16.5,Double-charged for feature upgrade,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0041"", ""tags"": [""billing""], ""escalated"": false}"
153,15304,motors,7928,Motors,Listing Quality,2024-01-18 05:37:09,2024-01-18 10:15:05,4.63,Photos are stock images not actual item,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0007"", ""tags"": [""listing_quality""], ""escalated"": false}"
154,41835,marketplace,9936,Marketplace,Listing Quality,2024-09-10 13:43:29,2024-09-11 11:56:42,22.22,Duplicate listing reported,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0023"", ""tags"": [""listing_quality""], ""escalated"": false}"
155,4652,marketplace,7240,Marketplace,Technical,2025-09-19 00:39:19,2025-09-19 11:23:47,10.74,Page not loading correctly on mobile,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0006"", ""tags"": [""technical""], ""escalated"": false}"
156,16097,marketplace,7288,Marketplace,Fraud,2024-03-22 22:18:08,2024-03-27 01:36:07,99.3,Fake listing reported by multiple users,"{""channel"": ""App"", ""priority"": ""Low"", ""agent_id"": ""AGT-0039"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
157,11940,motors,9897,Motors,Listing Quality,2025-07-26 03:37:37,2025-07-26 23:20:47,19.72,Description contains misleading information,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0013"", ""tags"": [""listing_quality""], ""escalated"": false}"
158,18684,marketplace,2904,Marketplace,Delivery,2023-11-07 10:53:51,2023-11-14 02:55:40,160.03,Wrong item delivered,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0018"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
159,7488,property,324,Property,Listing Quality,2024-09-14 01:49:46,2024-09-14 08:14:29,6.41,Price seems unrealistic,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0018"", ""tags"": [""listing_quality""], ""escalated"": false}"
160,34194,marketplace,1508,Marketplace,Technical,2026-04-12 09:43:34,2026-04-13 08:17:06,22.56,Cannot edit listing details,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0010"", ""tags"": [""technical""], ""escalated"": false}"
161,30749,marketplace,5001,Marketplace,Fraud,2026-06-21 06:30:03,2026-06-26 22:56:38,136.44,Item received does not match description,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0040"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
162,2127,motors,6123,Motors,Billing,2025-12-20 17:14:18,2025-12-23 11:44:41,66.51,Payment not processed correctly,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0049"", ""tags"": [""billing""], ""escalated"": false}"
163,38325,marketplace,3024,Marketplace,Listing Quality,2025-12-07 01:44:39,2025-12-07 15:04:11,13.33,Price seems unrealistic,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0039"", ""tags"": [""listing_quality""], ""escalated"": false}"
164,49138,marketplace,774,Marketplace,Fraud,2025-10-23 21:50:00,2025-10-26 07:24:08,57.57,Item received does not match description,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0013"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
165,1028,property,6184,Property,Billing,2024-06-19 08:32:45,NULL,NULL,Subscription billing query,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0042"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
166,NULL,NULL,7644,Jobs,Account,2025-04-12 06:19:37,NULL,NULL,Cannot reset password,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0021"", ""tags"": [""account""], ""escalated"": false}"
167,13851,marketplace,9149,Marketplace,Billing,2026-07-15 15:23:43,2026-07-15 23:01:54,7.64,Need refund for cancelled listing,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0020"", ""tags"": [""billing""], ""escalated"": false}"
168,12310,marketplace,7928,Marketplace,Listing Quality,2023-08-29 11:55:06,2023-08-29 22:59:54,11.08,Description contains misleading information,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0028"", ""tags"": [""listing_quality""], ""escalated"": false}"
169,5967,property,6147,Property,Billing,2025-01-29 21:35:15,NULL,NULL,Payment not processed correctly,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0014"", ""tags"": [""billing""], ""escalated"": false}"
170,1809,jobs,3144,Jobs,Listing Quality,2025-08-27 10:11:19,2025-08-28 09:42:03,23.51,Listing has incorrect category,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0041"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
171,34047,marketplace,2896,Marketplace,Technical,2024-12-03 11:37:49,2024-12-04 11:45:05,24.12,Payment gateway error,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0040"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": false}"
172,7757,motors,1581,Motors,Listing Quality,2024-04-18 17:43:27,2024-04-19 07:50:59,14.13,Listing has incorrect category,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0032"", ""tags"": [""listing_quality""], ""escalated"": false}"
173,48075,marketplace,739,Marketplace,Listing Quality,2026-08-04 00:12:09,2026-08-04 16:31:14,16.32,Price seems unrealistic,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0030"", ""tags"": [""listing_quality""], ""escalated"": false}"
174,11864,property,2550,Property,Delivery,2026-01-25 12:04:42,2026-01-28 06:22:39,66.3,Wrong item delivered,"{""channel"": ""Phone"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0004"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
175,2098,motors,7415,Motors,Fraud,2024-07-10 18:55:37,2024-07-16 02:51:53,127.94,Item received does not match description,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0005"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
