listing_id,user_id,category,subcategory,title,condition,asking_price,buy_now_price,region,city,status,listed_date,close_date,sold_date,shipping_available,accepts_offers,view_count,watchlist_count,bid_count
132,3820,Books & Music,Instruments,Used - Like New Nike Instruments Item,Used - Like New,491.82,580.12,Canterbury,Ashburton,closed,2024-10-08 03:06:47,2024-10-18 03:06:47,NULL,True,False,1256,206,3
133,3750,Electronics,Gaming Consoles,Used - Good Hasbro Gaming Consoles Item,Used - Good,1552.12,1833.39,Nelson-Marlborough,Nelson,active,2026-08-17 15:06:38,2026-08-31 15:06:38,NULL,True,True,40,4,1
134,7294,Health & Beauty,Skincare,Used - Like New LG Skincare Item,Used - Like New,122.04,153.31,Nelson-Marlborough,Nelson,sold,2024-12-06 21:12:49,2024-12-15 21:12:49,2024-12-13 21:12:49,True,False,1046,78,8
135,1890,Clothing,Accessories,Used - Good Breville Accessories Item,Used - Good,254.37,NULL,Auckland,Franklin,withdrawn,2024-12-20 05:31:47,2024-12-27 05:31:47,NULL,False,True,669,98,2
136,8825,Baby & Kids,Car Seats,Used - Like New Apple Car Seats Item,Used - Like New,204.13,231.92,Waikato,Rotorua,withdrawn,2026-07-24 21:27:06,2026-08-03 21:27:06,NULL,True,False,120,13,3
137,1265,Health & Beauty,Skincare,Used - Like New Hasbro Skincare Item,Used - Like New,388.55,481.37,Gisborne,Gisborne,sold,2024-04-06 13:59:18,2024-04-20 13:59:18,2024-04-08 13:59:18,True,True,2347,146,8
138,2270,Baby & Kids,Nursery,Used - Like New Adidas Nursery Item,Used - Like New,80.21,91.88,Waikato,Hamilton,sold,2025-02-17 12:46:28,2025-02-25 12:46:28,2025-02-18 12:46:28,True,True,1153,139,6
139,8105,Sports,Water Sports,Used - Average LG Water Sports Item,Used - Average,1038.52,NULL,Canterbury,Waimakariri,sold,2024-06-06 12:35:07,2024-06-20 12:35:07,2024-06-14 12:35:07,False,True,1861,157,2
140,1889,Home & Living,Kitchen,Used - Like New Fisher & Paykel Kitchen Item,Used - Like New,295.12,333.97,Bay of Plenty,Tauranga,sold,2025-10-21 05:54:40,2025-10-30 05:54:40,2025-10-23 05:54:40,True,True,590,99,6
141,1912,Toys & Games,Dolls,Used - Like New Dyson Dolls Item,Used - Like New,111.63,123.75,Bay of Plenty,Mount Maunganui,sold,2024-09-16 11:34:56,2024-09-23 11:34:56,2024-09-29 11:34:56,True,True,1381,156,4
142,3795,Baby & Kids,Car Seats,Used - Like New Shimano Car Seats Item,Used - Like New,176.76,219.39,Wellington,Kapiti Coast,closed,2025-10-21 23:41:30,2025-10-28 23:41:30,NULL,True,False,247,30,0
143,6036,Toys & Games,Dolls,Used - Good Kathmandu Dolls Item,Used - Good,476.45,576.35,Auckland,Papakura,sold,2026-07-30 05:13:29,2026-08-06 05:13:29,2026-08-10 05:13:29,True,True,81,7,0
144,7096,Electronics,Tablets,Used - Good Kathmandu Tablets Item,Used - Good,2547.45,NULL,Auckland,Franklin,sold,2024-11-16 09:07:37,2024-11-29 09:07:37,2024-11-25 09:07:37,True,True,1535,190,4
145,4317,Home & Living,Lighting,Used - Good Samsung Lighting Item,Used - Good,189.85,234.98,Auckland,Franklin,sold,2023-08-12 02:22:07,2023-08-25 02:22:07,2023-08-24 02:22:07,True,True,2433,185,8
146,6016,Toys & Games,Puzzles,Used - Like New Giant Puzzles Item,Used - Like New,443.93,521.94,Wellington,Lower Hutt,sold,2025-02-18 08:53:40,2025-02-25 08:53:40,2025-03-01 08:53:40,False,True,609,60,0
147,2375,Toys & Games,Board Games,Used - Good Breville Board Games Item,Used - Good,173.06,205.65,Wellington,Lower Hutt,sold,2025-04-02 18:50:46,2025-04-16 18:50:46,2025-04-06 18:50:46,True,True,488,31,0
148,6027,Toys & Games,Dolls,Used - Good Trek Dolls Item,Used - Good,72.33,NULL,Auckland,Auckland City,sold,2026-05-06 13:48:59,2026-05-14 13:48:59,2026-05-14 13:48:59,True,False,197,35,8
149,5689,Health & Beauty,Skincare,Used - Good Shimano Skincare Item,Used - Good,67.18,NULL,Wellington,Lower Hutt,closed,2025-04-16 18:03:40,2025-04-28 18:03:40,NULL,True,False,1317,91,1
150,4483,Home & Living,Bedding,Used - Like New Apple Bedding Item,Used - Like New,112.09,136.0,Hawkes Bay,Napier,sold,2024-11-30 20:48:07,2024-12-11 20:48:07,2024-12-13 20:48:07,True,False,1226,136,2
151,2879,Books & Music,Instruments,Used - Good Sony Instruments Item,Used - Good,146.53,170.86,Waikato,Tauranga,sold,2026-03-20 07:43:23,2026-03-31 07:43:23,2026-03-26 07:43:23,True,False,441,38,6
152,9455,Clothing,Shoes,Used - Good Lego Shoes Item,Used - Good,270.24,338.91,Northland,Kerikeri,sold,2026-04-16 21:54:08,2026-04-25 21:54:08,2026-04-26 21:54:08,True,True,333,45,4
153,447,Home & Living,Garden,Used - Good Fisher & Paykel Garden Item,Used - Good,167.74,NULL,Taranaki,New Plymouth,sold,2025-06-08 01:31:25,2025-06-21 01:31:25,2025-06-10 01:31:25,True,True,922,166,4
154,8337,Toys & Games,Puzzles,New Shimano Puzzles Item,New,112.61,141.15,Auckland,Auckland City,sold,2024-12-03 19:19:51,2024-12-12 19:19:51,2024-12-08 19:19:51,True,False,1250,238,5
155,7282,Baby & Kids,Maternity,Used - Good Sony Maternity Item,Used - Good,63.59,74.3,Auckland,Waitakere,sold,2024-06-13 02:06:20,2024-06-23 02:06:20,2024-06-24 02:06:20,True,True,2023,323,2
156,3633,Baby & Kids,Maternity,Used - Like New Apple Maternity Item,Used - Like New,96.88,124.81,Waikato,Tauranga,withdrawn,2025-06-14 16:54:43,2025-06-24 16:54:43,NULL,True,False,695,35,3
157,1339,Toys & Games,Puzzles,New Giant Puzzles Item,New,216.24,259.42,Southland,Invercargill,sold,2026-06-04 19:33:09,2026-06-14 19:33:09,2026-06-13 19:33:09,True,False,263,14,3
158,2718,Books & Music,Vinyl Records,Used - Average Shimano Vinyl Records Item,Used - Average,141.74,167.27,Southland,Gore,closed,2023-09-28 04:47:46,2023-10-08 04:47:46,NULL,False,True,700,81,2
159,8169,Toys & Games,Dolls,New Nike Dolls Item,New,281.9,316.58,Wellington,Upper Hutt,closed,2025-08-31 13:54:15,2025-09-07 13:54:15,NULL,False,True,381,42,3
160,873,Books & Music,CDs,Used - Like New Shimano CDs Item,Used - Like New,261.75,313.67,Hawkes Bay,Havelock North,closed,2023-10-09 10:16:51,2023-10-20 10:16:51,NULL,True,True,1055,146,0
161,9288,Books & Music,CDs,Used - Average LG CDs Item,Used - Average,175.91,199.94,Nelson-Marlborough,Nelson,sold,2026-04-03 06:27:54,2026-04-17 06:27:54,2026-04-15 06:27:54,True,True,389,32,3
162,1689,Collectables,Coins,Used - Good Breville Coins Item,Used - Good,883.88,1074.69,Bay of Plenty,Rotorua,closed,2025-07-10 18:52:37,2025-07-21 18:52:37,NULL,False,False,1120,208,2
163,7632,Sports,Cycling,Used - Average Samsung Cycling Item,Used - Average,178.65,NULL,Auckland,Manukau,sold,2026-07-15 14:26:41,2026-07-24 14:26:41,2026-07-18 14:26:41,True,True,130,12,3
164,3826,Collectables,Art,New Shimano Art Item,New,879.8,NULL,Wellington,Porirua,closed,2026-03-16 16:14:10,2026-03-25 16:14:10,NULL,True,False,211,31,3
165,1569,Computers,Components,Used - Like New Giant Components Item,Used - Like New,3717.18,4519.71,Auckland,Auckland City,closed,2024-07-17 22:17:28,2024-07-27 22:17:28,NULL,True,True,1513,265,2
166,4635,Health & Beauty,Supplements,Used - Like New Hasbro Supplements Item,Used - Like New,148.59,168.78,Auckland,Auckland City,closed,2024-02-22 18:27:55,2024-03-02 18:27:55,NULL,True,True,2007,328,3
167,3915,Electronics,Audio,Used - Good Trek Audio Item,Used - Good,168.84,NULL,Wellington,Upper Hutt,closed,2026-02-01 15:06:02,2026-02-08 15:06:02,NULL,True,True,559,42,2
168,7769,Electronics,Tablets,Used - Like New Nike Tablets Item,Used - Like New,2458.3,2988.51,Waikato,Rotorua,withdrawn,2025-12-19 02:20:53,2025-12-29 02:20:53,NULL,True,True,532,78,1
169,8123,Health & Beauty,Skincare,Used - Good Samsung Skincare Item,Used - Good,291.67,366.33,Auckland,Manukau,sold,2026-02-27 03:12:01,2026-03-13 03:12:01,2026-03-10 03:12:01,True,True,332,47,1
170,1620,Clothing,Women's,Used - Good Fisher & Paykel Women's Item,Used - Good,290.3,NULL,Canterbury,Ashburton,closed,2025-12-14 22:33:30,2025-12-21 22:33:30,NULL,True,True,318,34,3
171,351,Clothing,Children's,Used - Like New Samsung Children's Item,Used - Like New,488.72,NULL,Canterbury,Selwyn,sold,2026-04-20 19:09:52,2026-04-29 19:09:52,2026-05-04 19:09:52,True,False,362,39,2
172,5846,Electronics,Gaming Consoles,Used - Good Dyson Gaming Consoles Item,Used - Good,942.96,1172.4,Waikato,Tauranga,sold,2025-10-19 20:54:31,2025-10-28 20:54:31,2025-10-27 20:54:31,False,True,500,75,5
173,1514,Books & Music,Instruments,Used - Good Hasbro Instruments Item,Used - Good,15.17,17.14,Auckland,Auckland City,closed,2025-01-31 14:49:33,2025-02-08 14:49:33,NULL,True,True,1170,102,0
174,7624,Books & Music,Non-Fiction,New Adidas Non-Fiction Item,New,467.74,524.6,Wellington,Porirua,sold,2026-05-08 13:20:23,2026-05-17 13:20:23,2026-05-10 13:20:23,False,False,280,46,2
175,3369,Baby & Kids,Feeding,Used - Average Kathmandu Feeding Item,Used - Average,208.11,250.76,Canterbury,Ashburton,closed,2024-04-07 15:43:44,2024-04-20 15:43:44,NULL,True,True,574,56,2
176,6996,Collectables,Vintage,New LG Vintage Item,New,2738.64,NULL,Auckland,Manukau,sold,2026-05-07 06:33:25,2026-05-14 06:33:25,2026-05-09 06:33:25,False,True,257,45,6
177,9390,Electronics,Cameras,Used - Good Adidas Cameras Item,Used - Good,484.94,NULL,Waikato,Hamilton,withdrawn,2024-09-13 12:06:34,2024-09-25 12:06:34,NULL,False,True,2129,295,0
178,8106,Toys & Games,Outdoor Toys,Used - Like New Apple Outdoor Toys Item,Used - Like New,429.2,473.58,Manawatu-Wanganui,Feilding,closed,2024-10-20 07:40:52,2024-11-03 07:40:52,NULL,True,False,751,148,2
179,1905,Baby & Kids,Feeding,Used - Like New LG Feeding Item,Used - Like New,152.13,NULL,Auckland,Papakura,sold,2025-11-15 04:12:35,2025-11-24 04:12:35,2025-11-19 04:12:35,False,False,248,44,5
180,3976,Electronics,Laptops,Used - Good Trek Laptops Item,Used - Good,2221.1,NULL,Wellington,Kapiti Coast,closed,2024-04-30 11:35:46,2024-05-10 11:35:46,NULL,True,False,1712,258,2
181,2198,Toys & Games,Outdoor Toys,Used - Good Kathmandu Outdoor Toys Item,Used - Good,213.52,248.58,Auckland,Papakura,closed,2024-02-23 03:39:55,2024-03-05 03:39:55,NULL,True,True,2063,341,0
182,4539,Books & Music,CDs,Used - Like New Kathmandu CDs Item,Used - Like New,101.13,115.7,Waikato,Hamilton,sold,2024-08-22 23:00:18,2024-08-31 23:00:18,2024-09-05 23:00:18,True,True,2110,324,7
183,5531,Toys & Games,Dolls,Used - Like New Adidas Dolls Item,Used - Like New,212.84,242.7,Waikato,Cambridge,sold,2025-05-17 20:10:12,2025-05-24 20:10:12,2025-05-26 20:10:12,True,False,1392,264,1
184,5166,Computers,Peripherals,Used - Like New LG Peripherals Item,Used - Like New,2312.91,NULL,Otago,Oamaru,closed,2026-05-11 02:16:45,2026-05-22 02:16:45,NULL,True,True,249,32,1
185,7479,Computers,Components,Used - Average Breville Components Item,Used - Average,742.89,959.92,Auckland,North Shore,closed,2024-12-27 12:50:27,2025-01-03 12:50:27,NULL,True,False,1614,223,2
186,3484,Toys & Games,Dolls,Used - Like New Fisher & Paykel Dolls Item,Used - Like New,218.63,NULL,Wellington,Kapiti Coast,sold,2023-10-23 14:52:57,2023-11-06 14:52:57,2023-10-25 14:52:57,False,True,698,111,8
187,6128,Home & Living,Appliances,Used - Like New Nike Appliances Item,Used - Like New,229.28,258.14,Auckland,Auckland City,closed,2023-09-03 14:28:48,2023-09-14 14:28:48,NULL,True,True,2321,328,0
188,6429,Books & Music,CDs,New Adidas CDs Item,New,476.01,543.73,Wellington,Porirua,closed,2024-06-15 16:57:02,2024-06-22 16:57:02,NULL,True,True,1972,173,0
189,7423,Books & Music,CDs,Used - Average Hasbro CDs Item,Used - Average,89.59,NULL,Gisborne,Gisborne,sold,2025-02-28 03:20:06,2025-03-14 03:20:06,2025-03-02 03:20:06,True,True,1103,180,3
190,662,Sports,Cycling,Used - Like New Dyson Cycling Item,Used - Like New,1867.95,NULL,Auckland,Manukau,sold,2024-09-05 03:12:56,2024-09-16 03:12:56,2024-09-19 03:12:56,True,False,1858,289,7
191,3265,Clothing,Women's,Used - Like New LG Women's Item,Used - Like New,332.25,NULL,Auckland,Auckland City,sold,2024-04-05 17:30:30,2024-04-13 17:30:30,2024-04-13 17:30:30,True,True,1378,250,7
192,3303,Collectables,Vintage,Used - Good Hasbro Vintage Item,Used - Good,1679.1,2171.29,Bay of Plenty,Tauranga,withdrawn,2026-05-09 16:02:09,2026-05-23 16:02:09,NULL,False,True,237,46,2
193,6132,Baby & Kids,Prams,Used - Like New Shimano Prams Item,Used - Like New,481.32,NULL,Auckland,Auckland City,closed,2024-12-02 10:11:13,2024-12-14 10:11:13,NULL,True,True,509,25,2
194,698,Collectables,Vintage,Used - Good Lego Vintage Item,Used - Good,2150.24,NULL,Auckland,Waitakere,closed,2024-11-25 11:06:39,2024-12-09 11:06:39,NULL,True,True,1670,110,3
195,7133,Clothing,Shoes,Used - Like New Breville Shoes Item,Used - Like New,184.38,214.66,Northland,Kerikeri,sold,2026-07-12 21:55:45,2026-07-22 21:55:45,2026-07-21 21:55:45,True,True,159,26,2
196,1226,Books & Music,CDs,Used - Good Samsung CDs Item,Used - Good,226.51,NULL,Waikato,Taupo,sold,2025-09-13 06:44:01,2025-09-27 06:44:01,2025-09-20 06:44:01,True,True,421,79,8
197,5947,Baby & Kids,Nursery,Used - Good Breville Nursery Item,Used - Good,259.92,298.35,Auckland,Franklin,closed,2024-09-04 21:57:36,2024-09-13 21:57:36,NULL,True,True,1358,210,1
198,6749,Toys & Games,Board Games,Used - Good LG Board Games Item,Used - Good,167.03,184.46,Auckland,Manukau,closed,2025-04-28 19:16:44,2025-05-08 19:16:44,NULL,False,False,425,72,1
199,5608,Home & Living,Appliances,Used - Like New Samsung Appliances Item,Used - Like New,430.59,550.43,Auckland,Papakura,closed,2024-08-06 03:43:05,2024-08-13 03:43:05,NULL,False,True,1691,179,2
200,6825,Electronics,Gaming Consoles,New Dyson Gaming Consoles Item,New,281.07,NULL,Bay of Plenty,Tauranga,closed,2023-08-04 11:54:47,2023-08-11 11:54:47,NULL,True,True,1262,129,1
201,1066,Baby & Kids,Feeding,Used - Good Kathmandu Feeding Item,Used - Good,67.1,86.11,Waikato,Hamilton,sold,2025-03-10 08:44:12,2025-03-22 08:44:12,2025-03-22 08:44:12,True,True,1546,259,6
202,2550,Sports,Camping,Used - Good Lego Camping Item,Used - Good,1624.7,1912.39,Auckland,Manukau,closed,2023-09-28 16:17:52,2023-10-11 16:17:52,NULL,False,False,1967,347,2
203,2974,Toys & Games,Outdoor Toys,Used - Good Trek Outdoor Toys Item,Used - Good,161.26,NULL,Waikato,Taupo,sold,2024-04-18 17:01:06,2024-04-30 17:01:06,2024-05-02 17:01:06,True,True,1607,154,1
204,7254,Computers,Storage,Used - Good Lego Storage Item,Used - Good,4597.53,5837.23,Otago,Oamaru,sold,2025-08-26 16:58:15,2025-09-06 16:58:15,2025-09-08 16:58:15,True,False,776,105,4
205,5805,Health & Beauty,Haircare,Used - Like New Trek Haircare Item,Used - Like New,125.3,NULL,Canterbury,Ashburton,closed,2026-04-29 13:45:39,2026-05-13 13:45:39,NULL,True,True,195,27,3
206,1189,Books & Music,Non-Fiction,Used - Like New Dyson Non-Fiction Item,Used - Like New,373.07,457.47,Auckland,Auckland City,sold,2025-10-23 07:24:14,2025-11-05 07:24:14,2025-10-30 07:24:14,True,True,220,24,6
207,648,Clothing,Accessories,Used - Good Hasbro Accessories Item,Used - Good,283.54,317.5,Auckland,North Shore,closed,2023-09-18 21:46:57,2023-09-30 21:46:57,NULL,True,True,2395,265,2
208,5464,Books & Music,Vinyl Records,Used - Like New Giant Vinyl Records Item,Used - Like New,244.1,NULL,Auckland,Papakura,sold,2024-07-13 04:42:09,2024-07-23 04:42:09,2024-07-15 04:42:09,True,False,2157,372,3
209,2011,Sports,Fishing,Used - Average Sony Fishing Item,Used - Average,1962.82,NULL,Waikato,Hamilton,sold,2026-06-21 01:49:47,2026-06-28 01:49:47,2026-06-28 01:49:47,False,False,118,20,8
210,5276,Clothing,Women's,Used - Average Fisher & Paykel Women's Item,Used - Average,84.2,94.53,Taranaki,New Plymouth,sold,2025-08-18 01:09:46,2025-08-25 01:09:46,2025-08-28 01:09:46,True,False,601,95,2
211,7823,Collectables,Vintage,Used - Good Giant Vintage Item,Used - Good,1993.77,2420.72,Auckland,Waitakere,withdrawn,2025-04-07 19:37:52,2025-04-14 19:37:52,NULL,True,True,1058,115,3
212,5722,Toys & Games,Dolls,Used - Like New Giant Dolls Item,Used - Like New,426.69,NULL,Auckland,Manukau,sold,2025-03-13 02:13:10,2025-03-27 02:13:10,2025-03-23 02:13:10,False,True,561,35,4
213,7608,Health & Beauty,Supplements,Used - Like New Kathmandu Supplements Item,Used - Like New,294.59,NULL,Manawatu-Wanganui,Feilding,withdrawn,2023-10-25 20:16:25,2023-11-03 20:16:25,NULL,True,True,2994,157,2
214,1501,Health & Beauty,Supplements,New Sony Supplements Item,New,394.89,NULL,Otago,Dunedin,sold,2026-05-28 20:26:11,2026-06-06 20:26:11,2026-06-09 20:26:11,True,True,210,23,5
215,3888,Sports,Running,Used - Average Sony Running Item,Used - Average,1557.33,1967.54,Bay of Plenty,Mount Maunganui,sold,2026-05-21 18:32:36,2026-05-31 18:32:36,2026-05-22 18:32:36,True,False,94,10,6
216,8641,Electronics,Tablets,New Trek Tablets Item,New,1786.24,NULL,Canterbury,Timaru,sold,2024-10-12 19:40:02,2024-10-26 19:40:02,2024-10-17 19:40:02,True,False,933,145,5
217,1110,Baby & Kids,Maternity,Used - Good Sony Maternity Item,Used - Good,400.37,502.43,Hawkes Bay,Havelock North,sold,2024-07-24 08:19:06,2024-08-04 08:19:06,2024-07-30 08:19:06,True,True,1480,84,6
218,6944,Clothing,Shoes,Used - Like New Fisher & Paykel Shoes Item,Used - Like New,165.1,NULL,Canterbury,Waimakariri,sold,2025-08-08 14:07:19,2025-08-15 14:07:19,2025-08-22 14:07:19,True,False,909,157,4
219,9974,Baby & Kids,Maternity,Used - Good Fisher & Paykel Maternity Item,Used - Good,199.69,NULL,Wellington,Porirua,closed,2024-06-21 10:00:13,2024-07-01 10:00:13,NULL,True,False,2092,266,0
220,8386,Health & Beauty,Haircare,New Adidas Haircare Item,New,298.82,NULL,Taranaki,Hawera,sold,2025-10-13 07:25:11,2025-10-21 07:25:11,2025-10-19 07:25:11,True,False,381,38,4
221,6820,Collectables,Art,New Nike Art Item,New,4037.62,NULL,Northland,Kerikeri,withdrawn,2023-09-23 19:31:13,2023-10-06 19:31:13,NULL,True,True,2429,310,2
222,689,Health & Beauty,Skincare,Used - Average Apple Skincare Item,Used - Average,216.62,272.68,Auckland,Waitakere,sold,2024-10-06 07:19:04,2024-10-14 07:19:04,2024-10-07 07:19:04,True,True,1874,299,5
223,5470,Home & Living,Kitchen,Used - Good Dyson Kitchen Item,Used - Good,415.09,502.03,Wellington,Kapiti Coast,sold,2024-02-28 14:04:54,2024-03-10 14:04:54,2024-03-12 14:04:54,False,True,1543,299,0
224,567,Baby & Kids,Feeding,Used - Average Adidas Feeding Item,Used - Average,251.28,310.8,Bay of Plenty,Rotorua,closed,2024-05-28 19:32:00,2024-06-10 19:32:00,NULL,True,False,1135,116,3
225,5505,Health & Beauty,Supplements,New Sony Supplements Item,New,8.06,NULL,Bay of Plenty,Rotorua,withdrawn,2024-01-01 08:50:28,2024-01-15 08:50:28,NULL,True,True,1604,104,2
226,9813,Books & Music,Instruments,Used - Good Giant Instruments Item,Used - Good,288.68,328.75,Auckland,Auckland City,sold,2023-10-28 10:14:27,2023-11-05 10:14:27,2023-11-02 10:14:27,True,True,2246,162,2
227,6133,Health & Beauty,Haircare,Used - Average Kathmandu Haircare Item,Used - Average,52.38,NULL,Auckland,North Shore,sold,2024-05-11 20:24:15,2024-05-18 20:24:15,2024-05-24 20:24:15,True,True,1395,132,3
228,8172,Computers,Networking,New Dyson Networking Item,New,2987.28,3712.2,Northland,Kaitaia,withdrawn,2024-03-02 14:39:59,2024-03-14 14:39:59,NULL,False,False,1238,66,2
229,3034,Computers,Storage,New Dyson Storage Item,New,3512.55,4498.52,Bay of Plenty,Tauranga,closed,2026-06-30 08:59:54,2026-07-09 08:59:54,NULL,False,False,118,13,2
230,122,Health & Beauty,Supplements,New Samsung Supplements Item,New,321.36,NULL,Canterbury,Selwyn,sold,2026-04-22 16:42:15,2026-05-02 16:42:15,2026-05-01 16:42:15,False,True,212,14,6
231,7994,Collectables,Coins,New Fisher & Paykel Coins Item,New,2631.29,2974.25,Taranaki,Hawera,withdrawn,2025-11-26 11:26:04,2025-12-05 11:26:04,NULL,True,False,550,32,0
232,8589,Toys & Games,Dolls,Used - Good Fisher & Paykel Dolls Item,Used - Good,402.87,NULL,Auckland,Auckland City,sold,2025-03-13 12:19:47,2025-03-22 12:19:47,2025-03-25 12:19:47,True,True,321,26,6
233,1245,Home & Living,Furniture,Used - Good Shimano Furniture Item,Used - Good,442.48,NULL,Auckland,Franklin,withdrawn,2025-07-27 18:55:41,2025-08-05 18:55:41,NULL,False,True,431,40,2
234,7389,Health & Beauty,Fragrance,Used - Like New Dyson Fragrance Item,Used - Like New,17.16,19.15,Otago,Dunedin,closed,2026-04-24 03:35:27,2026-05-06 03:35:27,NULL,True,True,291,14,0
235,7308,Computers,Storage,Used - Like New Nike Storage Item,Used - Like New,4246.1,NULL,Canterbury,Timaru,sold,2024-02-03 03:50:57,2024-02-17 03:50:57,2024-02-15 03:50:57,True,True,1743,180,5
236,9826,Home & Living,Kitchen,New Adidas Kitchen Item,New,285.15,NULL,Hawkes Bay,Havelock North,withdrawn,2025-08-15 17:48:09,2025-08-23 17:48:09,NULL,True,True,1040,92,1
237,4329,Toys & Games,Board Games,Used - Good LG Board Games Item,Used - Good,199.25,239.43,Hawkes Bay,Napier,sold,2023-12-03 14:18:46,2023-12-13 14:18:46,2023-12-14 14:18:46,True,True,577,107,8
