ad_id,campaign_id,listing_id,listing_source,product_area,ad_type,impressions,clicks,revenue,event_date,campaign_metadata
114,CMP-00012,19161,motors,Motors,Highlight,667,32,114.0,2024-04-29,"{""advertiser_name"": ""Auckland Auto Group"", ""budget_nzd"": 500, ""target_audience"": ""45-55"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
115,CMP-00012,17389,motors,Motors,Gallery,713,25,15.77,2023-10-11,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 20000, ""target_audience"": ""18-25"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
116,CMP-00012,9099,property,Property,Highlight,758,16,75.92,2026-06-06,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 20000, ""target_audience"": ""45-55"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
117,CMP-00012,7528,property,Property,Featured,717,17,12.3,2024-01-18,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 5000, ""target_audience"": ""45-55"", ""duration_days"": 60, ""campaign_type"": ""launch""}"
118,CMP-00012,41883,marketplace,Marketplace,Gallery,436,20,35.64,2024-06-23,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 5000, ""target_audience"": ""45-55"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
119,CMP-00012,796,property,Property,Highlight,96,3,2.71,2024-12-17,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 50000, ""target_audience"": ""25-35"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
120,CMP-00012,22547,marketplace,Marketplace,Gallery,201,3,1.69,2026-02-13,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 5000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
121,CMP-00013,5509,motors,Motors,Banner,2121,80,119.7,2025-05-06,"{""advertiser_name"": ""Drive NZ"", ""budget_nzd"": 50000, ""target_audience"": ""55+"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
122,CMP-00013,17262,motors,Motors,Featured,1252,23,36.22,2025-01-29,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 50000, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
123,CMP-00013,7950,jobs,Jobs,Highlight,290,10,12.79,2025-12-19,"{""advertiser_name"": ""Hudson"", ""budget_nzd"": 20000, ""target_audience"": ""35-45"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
124,CMP-00013,6640,property,Property,Highlight,176,7,19.82,2025-06-29,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 5000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
125,CMP-00013,26879,marketplace,Marketplace,Gallery,391,11,8.62,2024-01-27,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 2000, ""target_audience"": ""35-45"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
126,CMP-00013,27088,marketplace,Marketplace,Featured,1933,138,128.31,2025-05-13,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 10000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
127,CMP-00013,11867,property,Property,Sponsored,2535,60,146.04,2024-04-19,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 10000, ""target_audience"": ""18-25"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
128,CMP-00013,9590,motors,Motors,Featured,1746,97,167.16,2026-07-17,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 2000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
129,CMP-00013,7732,property,Property,Sponsored,211,9,14.48,2025-01-08,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 20000, ""target_audience"": ""55+"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
130,CMP-00013,21988,marketplace,Marketplace,Featured,427,29,17.17,2025-11-16,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 10000, ""target_audience"": ""35-45"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
131,CMP-00014,3939,property,Property,Gallery,756,16,65.08,2025-02-04,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 5000, ""target_audience"": ""55+"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
132,CMP-00014,4777,property,Property,Gallery,880,37,64.49,2025-03-12,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 1000, ""target_audience"": ""25-35"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
133,CMP-00014,13717,motors,Motors,Gallery,235,4,2.34,2024-11-06,"{""advertiser_name"": ""Wellington Motors"", ""budget_nzd"": 50000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
134,CMP-00014,9010,property,Property,Featured,420,10,34.4,2025-04-18,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 50000, ""target_audience"": ""35-45"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
135,CMP-00014,17479,marketplace,Marketplace,Highlight,716,18,11.13,2025-06-13,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 500, ""target_audience"": ""35-45"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
136,CMP-00014,14446,jobs,Jobs,Featured,1321,50,19.93,2024-09-08,"{""advertiser_name"": ""Randstad"", ""budget_nzd"": 10000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
137,CMP-00014,3918,motors,Motors,Highlight,163,2,3.56,2026-08-16,"{""advertiser_name"": ""Wellington Motors"", ""budget_nzd"": 50000, ""target_audience"": ""25-35"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
138,CMP-00014,12983,property,Property,Featured,1540,56,209.12,2026-03-18,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 5000, ""target_audience"": ""35-45"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
139,CMP-00014,27468,marketplace,Marketplace,Featured,965,16,7.37,2025-01-29,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 1000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
140,CMP-00014,635,marketplace,Marketplace,Highlight,999,44,67.48,2024-05-25,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 20000, ""target_audience"": ""All Ages"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
141,CMP-00015,6861,property,Property,Highlight,109,1,4.99,2025-05-23,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 20000, ""target_audience"": ""18-25"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
142,CMP-00015,13829,property,Property,Featured,1698,122,486.82,2025-01-26,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 2000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
143,CMP-00015,4543,motors,Motors,Highlight,600,13,41.09,2025-02-26,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 20000, ""target_audience"": ""25-35"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
144,CMP-00015,42234,marketplace,Marketplace,Featured,1395,101,243.44,2025-04-22,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 1000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
145,CMP-00015,5894,property,Property,Featured,803,35,144.62,2026-06-03,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 1000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
146,CMP-00015,1913,property,Property,Highlight,53,1,3.87,2025-07-27,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 50000, ""target_audience"": ""45-55"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
147,CMP-00015,3845,jobs,Jobs,Banner,7795,289,606.24,2023-09-21,"{""advertiser_name"": ""Trade Me Jobs"", ""budget_nzd"": 10000, ""target_audience"": ""25-35"", ""duration_days"": 60, ""campaign_type"": ""launch""}"
148,CMP-00015,9043,property,Property,Featured,855,14,46.05,2026-02-06,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 10000, ""target_audience"": ""45-55"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
149,CMP-00015,19685,motors,Motors,Featured,836,38,75.98,2024-04-27,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 20000, ""target_audience"": ""55+"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
150,CMP-00015,8251,motors,Motors,Highlight,330,6,7.67,2023-08-03,"{""advertiser_name"": ""Auckland Auto Group"", ""budget_nzd"": 10000, ""target_audience"": ""45-55"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
151,CMP-00016,10654,property,Property,Highlight,60,1,1.15,2025-07-27,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 10000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 60, ""campaign_type"": ""launch""}"
152,CMP-00016,8437,marketplace,Marketplace,Highlight,837,41,15.2,2023-10-24,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 2000, ""target_audience"": ""25-35"", ""duration_days"": 60, ""campaign_type"": ""launch""}"
153,CMP-00016,45879,marketplace,Marketplace,Featured,1036,25,10.92,2024-05-18,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 10000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
154,CMP-00016,39142,marketplace,Marketplace,Banner,1691,67,127.18,2023-11-21,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 20000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
155,CMP-00016,9495,motors,Motors,Featured,609,29,71.73,2024-05-19,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 1000, ""target_audience"": ""35-45"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
156,CMP-00016,7314,property,Property,Highlight,974,13,40.46,2025-07-27,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 20000, ""target_audience"": ""18-25"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
157,CMP-00016,36844,marketplace,Marketplace,Highlight,327,8,5.62,2024-11-09,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 20000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
158,CMP-00016,4242,property,Property,Highlight,311,10,33.41,2025-04-06,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 20000, ""target_audience"": ""18-25"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
159,CMP-00016,12985,jobs,Jobs,Banner,2034,101,156.52,2024-12-16,"{""advertiser_name"": ""Michael Page"", ""budget_nzd"": 5000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 60, ""campaign_type"": ""retargeting""}"
160,CMP-00016,10993,property,Property,Sponsored,2462,34,62.61,2025-12-05,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 5000, ""target_audience"": ""25-35"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
161,CMP-00017,7344,marketplace,Marketplace,Highlight,94,2,1.81,2024-01-15,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 2000, ""target_audience"": ""18-25"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
162,CMP-00017,1719,motors,Motors,Gallery,705,23,54.52,2024-03-16,"{""advertiser_name"": ""Auckland Auto Group"", ""budget_nzd"": 1000, ""target_audience"": ""25-35"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
163,CMP-00017,7550,motors,Motors,Highlight,655,25,30.71,2026-03-27,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 5000, ""target_audience"": ""35-45"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
164,CMP-00017,362,property,Property,Highlight,680,10,13.87,2026-07-30,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 10000, ""target_audience"": ""55+"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
165,CMP-00017,20758,marketplace,Marketplace,Featured,1579,84,36.5,2024-08-22,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 20000, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
166,CMP-00017,7194,marketplace,Marketplace,Featured,467,10,9.35,2026-05-10,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 5000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
167,CMP-00017,7987,jobs,Jobs,Gallery,139,4,3.59,2026-08-17,"{""advertiser_name"": ""Seek NZ"", ""budget_nzd"": 50000, ""target_audience"": ""All Ages"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
168,CMP-00017,2481,property,Property,Banner,8379,121,521.73,2024-07-19,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 20000, ""target_audience"": ""45-55"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
169,CMP-00017,33553,marketplace,Marketplace,Banner,8766,319,558.87,2023-12-18,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 20000, ""target_audience"": ""45-55"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
170,CMP-00017,9296,motors,Motors,Highlight,408,5,8.25,2023-09-16,"{""advertiser_name"": ""Wellington Motors"", ""budget_nzd"": 1000, ""target_audience"": ""25-35"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
171,CMP-00018,8228,marketplace,Marketplace,Highlight,825,22,17.82,2024-03-06,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 20000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
172,CMP-00018,42270,marketplace,Marketplace,Gallery,86,3,2.93,2024-10-12,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 5000, ""target_audience"": ""25-35"", ""duration_days"": 60, ""campaign_type"": ""retargeting""}"
173,CMP-00018,40826,marketplace,Marketplace,Featured,1036,52,35.46,2025-12-14,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 50000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
174,CMP-00018,10305,property,Property,Highlight,387,16,54.27,2024-08-17,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 20000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
175,CMP-00018,11073,motors,Motors,Featured,442,30,30.46,2024-03-13,"{""advertiser_name"": ""Kiwi Auto"", ""budget_nzd"": 20000, ""target_audience"": ""All Ages"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
176,CMP-00018,31712,marketplace,Marketplace,Highlight,812,8,13.25,2024-04-10,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 2000, ""target_audience"": ""55+"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
177,CMP-00018,38387,marketplace,Marketplace,Featured,396,24,8.28,2024-03-02,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 2000, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
178,CMP-00018,6045,jobs,Jobs,Gallery,514,17,6.7,2026-05-03,"{""advertiser_name"": ""Hudson"", ""budget_nzd"": 50000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
179,CMP-00018,1434,property,Property,Highlight,445,10,41.75,2025-11-28,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 1000, ""target_audience"": ""35-45"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
180,CMP-00018,1965,property,Property,Featured,1414,100,344.09,2024-10-19,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 5000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
181,CMP-00019,852,property,Property,Banner,7886,138,494.68,2025-04-09,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 1000, ""target_audience"": ""All Ages"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
182,CMP-00019,35634,marketplace,Marketplace,Sponsored,1030,11,20.86,2025-11-27,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 20000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
183,CMP-00019,11728,property,Property,Banner,5657,71,245.8,2025-07-28,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 500, ""target_audience"": ""55+"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
184,CMP-00019,18252,motors,Motors,Sponsored,1308,52,154.3,2024-10-29,"{""advertiser_name"": ""Drive NZ"", ""budget_nzd"": 5000, ""target_audience"": ""55+"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
185,CMP-00019,1342,property,Property,Banner,878,13,63.25,2023-12-28,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 2000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
186,CMP-00019,12674,marketplace,Marketplace,Sponsored,3797,47,116.85,2024-01-25,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 10000, ""target_audience"": ""All Ages"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
187,CMP-00019,12600,property,Property,Featured,1614,29,58.78,2024-01-17,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 1000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
188,CMP-00019,364,property,Property,Highlight,587,16,32.94,2026-03-21,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 5000, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
189,CMP-00019,15957,motors,Motors,Featured,246,11,18.29,2025-12-14,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 5000, ""target_audience"": ""25-35"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
190,CMP-00019,28565,marketplace,Marketplace,Gallery,842,12,28.3,2025-12-03,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 1000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
191,CMP-00020,7151,marketplace,Marketplace,Highlight,263,7,14.51,2025-08-15,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 50000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
192,CMP-00020,3679,property,Property,Gallery,765,32,41.62,2024-11-19,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 2000, ""target_audience"": ""45-55"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
193,CMP-00020,14315,property,Property,Banner,6939,236,739.15,2025-09-30,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 50000, ""target_audience"": ""18-25"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
194,CMP-00020,1776,jobs,Jobs,Featured,152,6,10.42,2024-03-30,"{""advertiser_name"": ""Michael Page"", ""budget_nzd"": 2000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
195,CMP-00020,1175,property,Property,Highlight,617,21,84.81,2026-02-21,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 50000, ""target_audience"": ""All Ages"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
