listing_id,user_id,industry,subcategory,role_type,employment_type,title,salary_min,salary_max,salary_display,region,city,status,listed_date,close_date,remote_option,experience_level,view_count,application_count
134,7151,Education,Early Childhood,Permanent,Full Time,Primary Teacher,123221.77,139757.56,$123k-$139k,Auckland,Franklin,closed,2024-01-13 07:52:37,2024-02-21 07:52:37,False,Senior,4686,6
135,7571,Manufacturing,Quality Control,Contract,Part Time,Warehouse Manager,71920.12,87825.32,$42/hour,Wellington,Porirua,filled,2025-11-21 19:08:43,2025-12-07 19:08:43,True,Mid,1587,3
136,7094,Retail,Store Managers,Permanent,Full Time,Buyer,45409.91,50915.04,"$45,409-$50,915",Bay of Plenty,Mount Maunganui,expired,2024-12-18 08:38:28,2025-01-17 08:38:28,True,Entry,2853,7
137,7500,Hospitality,Chefs,Temporary,Full Time,Head Chef,68121.79,84136.4,"$68,121-$84,136",Wellington,Lower Hutt,filled,2025-08-25 15:42:50,2025-09-22 15:42:50,False,Mid,956,6
138,7861,Education,Administration,Permanent,Full Time,ECE Teacher,178255.39,217449.37,$178k-$217k,Auckland,Papakura,expired,2025-12-04 04:54:54,2025-12-19 04:54:54,False,Executive,972,5
139,8444,Government,Communications,Contract,Full Time,Policy Analyst,73602.38,81544.41,$39/hour,Wellington,Porirua,expired,2025-03-14 14:00:31,2025-04-26 14:00:31,False,Mid,1769,5
140,7428,Technology,DevOps,Contract,Full Time,Product Manager,47277.84,55409.43,$26/hour,Canterbury,Timaru,expired,2023-08-27 10:40:24,2023-10-06 10:40:24,True,Entry,6668,1
141,8046,Retail,Buyers,Permanent,Full Time,Visual Merchandiser,78167.75,88285.13,"$78,167-$88,285",Waikato,Rotorua,expired,2025-02-22 14:54:03,2025-03-26 14:54:03,False,Mid,2937,13
142,7579,Manufacturing,Logistics,Permanent,Full Time,Production Manager,68163.43,84030.36,"$68,163-$84,030",Canterbury,Waimakariri,closed,2024-03-25 01:24:13,2024-04-18 01:24:13,False,Mid,3821,9
143,7892,Healthcare,Pharmacists,Permanent,Casual,Pharmacist,75185.42,94554.08,"$75,185-$94,554",Canterbury,Timaru,closed,2023-12-15 21:11:55,2024-01-07 21:11:55,False,Mid,4923,4
144,7313,Government,Policy Analysts,Permanent,Full Time,Project Manager,66913.75,84897.02,"$66,913-$84,897",Auckland,Papakura,closed,2025-05-05 14:11:06,2025-06-04 14:11:06,False,Mid,2677,2
145,7262,Retail,Sales Assistants,Contract,Full Time,Buyer,46132.41,52474.06,$25/hour,Otago,Oamaru,filled,2025-07-26 02:42:22,2025-08-28 02:42:22,False,Entry,2053,2
146,7650,Healthcare,Allied Health,Contract,Casual,Healthcare Assistant,160724.73,188764.1,$90/hour,Northland,Whangarei,closed,2024-08-24 13:12:11,2024-09-30 13:12:11,True,Executive,4271,6
147,8575,Hospitality,Hotel Management,Temporary,Full Time,Barista,49408.31,56152.66,"$49,408-$56,152",Waikato,Taupo,filled,2023-10-12 13:02:10,2023-10-30 13:02:10,False,Entry,5822,2
148,8391,Technology,UX Designers,Permanent,Full Time,Junior DevOps Engineer,NULL,NULL,Negotiable,Nelson-Marlborough,Blenheim,expired,2026-02-25 04:57:41,2026-03-30 04:57:41,True,Entry,723,5
149,7152,Legal,Compliance Officers,Contract,Full Time,Legal Executive,76148.6,86154.92,$41/hour,Auckland,Papakura,closed,2025-07-22 03:37:31,2025-08-06 03:37:31,True,Mid,2223,2
150,8131,Education,Teachers,Permanent,Full Time,Secondary Teacher,123128.75,153079.52,$123k-$153k,Otago,Oamaru,filled,2023-09-10 02:12:35,2023-09-24 02:12:35,False,Senior,2853,6
151,7350,Education,Tutors,Contract,Full Time,Teacher Aide,200326.06,259469.42,$124/hour,Auckland,Manukau,expired,2023-09-08 19:00:34,2023-10-07 19:00:34,True,Executive,4751,6
152,8037,Education,Teachers,Contract,Full Time,Primary Teacher,NULL,NULL,Negotiable,Canterbury,Timaru,filled,2023-09-12 08:40:17,2023-10-21 08:40:17,False,Mid,4495,8
153,7276,Healthcare,Nurses,Permanent,Part Time,Healthcare Assistant,182860.36,221420.19,$182k-$221k,Auckland,Manukau,expired,2023-10-15 00:41:26,2023-11-05 00:41:26,True,Executive,4619,2
154,7591,Healthcare,Pharmacists,Permanent,Full Time,Pharmacist,78067.21,85977.39,"$78,067-$85,977",Auckland,Papakura,closed,2024-03-13 20:34:57,2024-04-12 20:34:57,False,Mid,5038,5
155,8094,Legal,Lawyers,Contract,Full Time,Senior Lawyer,79214.87,100237.6,$48/hour,Auckland,Waitakere,closed,2026-07-24 14:56:30,2026-08-18 14:56:30,False,Mid,183,6
156,7319,Retail,Merchandising,Contract,Full Time,E-commerce Manager,45106.47,51603.62,$24/hour,Otago,Oamaru,expired,2025-08-16 19:10:07,2025-09-01 19:10:07,False,Entry,845,5
157,8319,Education,Early Childhood,Permanent,Full Time,SENCO,158656.73,195999.21,$158k-$195k,Auckland,Auckland City,filled,2024-02-27 22:00:54,2024-03-21 22:00:54,True,Executive,3945,2
158,8277,Hospitality,Hotel Management,Permanent,Part Time,Barista,NULL,NULL,Negotiable,Wellington,Upper Hutt,filled,2025-09-28 14:25:01,2025-10-30 14:25:01,True,Mid,1254,4
159,8258,Agriculture,Viticulture,Contract,Full Time,Farm Hand,NULL,NULL,Negotiable,Wellington,Upper Hutt,expired,2025-03-04 08:03:41,2025-03-24 08:03:41,False,Executive,1295,1
160,7714,Healthcare,Caregivers,Contract,Part Time,Healthcare Assistant,102154.43,126616.49,$60/hour,Auckland,Manukau,expired,2024-11-10 18:20:34,2024-12-25 18:20:34,False,Senior,3128,4
161,8838,Healthcare,Pharmacists,Permanent,Part Time,Physiotherapist,65682.1,82842.81,"$65,682-$82,842",Auckland,Auckland City,expired,2024-02-27 16:02:06,2024-04-12 16:02:06,False,Mid,3380,4
162,8561,Retail,Sales Assistants,Temporary,Part Time,Buyer,47232.14,52480.85,"$47,232-$52,480",Southland,Te Anau,expired,2023-09-03 01:28:52,2023-09-27 01:28:52,False,Entry,4964,6
163,7256,Manufacturing,Quality Control,Permanent,Full Time,Production Manager,66664.44,79067.63,"$66,664-$79,067",Auckland,Waitakere,closed,2025-02-08 13:47:47,2025-02-23 13:47:47,False,Mid,3024,2
164,7736,Finance,Financial Analysts,Permanent,Full Time,Payroll Officer,70885.59,91498.61,"$70,885-$91,498",Wellington,Kapiti Coast,filled,2025-04-19 15:32:14,2025-05-22 15:32:14,False,Mid,2468,2
165,7101,Hospitality,Hotel Management,Temporary,Part Time,Restaurant Manager,108447.17,123656.22,$108k-$123k,Auckland,North Shore,closed,2026-05-10 01:04:39,2026-05-31 01:04:39,False,Senior,409,47
166,8205,Retail,Store Managers,Temporary,Full Time,E-commerce Manager,NULL,NULL,Negotiable,Auckland,Papakura,expired,2024-03-08 19:50:01,2024-04-09 19:50:01,True,Entry,4782,6
167,7868,Healthcare,Caregivers,Permanent,Full Time,General Practitioner,NULL,NULL,Negotiable,Nelson-Marlborough,Nelson,filled,2024-01-21 16:39:35,2024-02-08 16:39:35,True,Entry,4845,4
168,7695,Government,Communications,Permanent,Full Time,Communications Advisor,201474.08,246551.91,$201k-$246k,Waikato,Rotorua,expired,2024-12-23 22:42:34,2025-01-11 22:42:34,False,Executive,2974,4
169,8539,Finance,Accountants,Permanent,Part Time,Finance Manager,NULL,NULL,Negotiable,Auckland,Papakura,expired,2023-10-04 16:45:34,2023-11-18 16:45:34,False,Executive,3113,6
170,7045,Accounting,Accountants,Temporary,Full Time,Management Accountant,45105.09,55320.61,"$45,105-$55,320",Canterbury,Christchurch,expired,2026-04-17 20:02:07,2026-05-22 20:02:07,True,Entry,496,5
171,8101,Government,Communications,Contract,Full Time,Regulatory Officer,67360.51,75687.13,$36/hour,Waikato,Rotorua,closed,2025-12-07 01:54:22,2026-01-01 01:54:22,False,Mid,1318,2
172,7892,Technology,Software Engineers,Permanent,Full Time,Senior DevOps Engineer,113458.23,132097.6,$113k-$132k,Hawkes Bay,Hastings,filled,2024-09-22 20:18:25,2024-11-01 20:18:25,False,Senior,1899,5
173,8695,Manufacturing,Warehouse,Permanent,Casual,Machine Operator,NULL,NULL,Negotiable,Auckland,Franklin,filled,2024-01-26 14:09:22,2024-02-18 14:09:22,False,Mid,3209,7
174,7729,Healthcare,Mental Health,Permanent,Part Time,Healthcare Assistant,65993.83,79104.64,"$65,993-$79,104",Canterbury,Selwyn,closed,2024-12-09 18:15:37,2025-01-14 18:15:37,False,Mid,1696,6
175,7488,Accounting,Financial Controllers,Permanent,Casual,Audit Manager,72358.08,84273.06,"$72,358-$84,273",Auckland,Auckland City,closed,2025-11-25 01:19:49,2026-01-01 01:19:49,True,Mid,1413,1
176,7460,Retail,E-commerce,Permanent,Part Time,Buyer,49464.18,64018.72,"$49,464-$64,018",Auckland,Waitakere,expired,2025-06-27 14:42:39,2025-07-21 14:42:39,False,Entry,1933,6
177,7457,Accounting,Bookkeepers,Permanent,Part Time,Management Accountant,47615.35,54793.75,"$47,615-$54,793",Auckland,Manukau,filled,2023-09-03 16:31:39,2023-10-03 16:31:39,False,Entry,5008,6
178,8685,Retail,Sales Assistants,Contract,Full Time,Sales Consultant,79622.61,97753.25,$46/hour,Wellington,Lower Hutt,closed,2025-08-15 09:36:57,2025-09-22 09:36:57,False,Mid,1054,5
179,7947,Agriculture,Viticulture,Contract,Part Time,Dairy Manager,75748.39,95447.24,$45/hour,Otago,Wanaka,expired,2024-09-28 15:09:27,2024-11-09 15:09:27,False,Mid,2358,3
180,8086,Manufacturing,Production Managers,Permanent,Part Time,Quality Controller,45161.6,56654.22,"$45,161-$56,654",Auckland,Papakura,filled,2026-02-27 05:01:45,2026-04-13 05:01:45,False,Entry,1089,5
181,8190,Accounting,Accountants,Permanent,Part Time,Bookkeeper,46735.42,59342.92,"$46,735-$59,342",Wellington,Kapiti Coast,expired,2024-05-12 20:09:38,2024-06-06 20:09:38,True,Entry,3998,3
182,7016,Finance,Financial Analysts,Contract,Full Time,Credit Controller,75113.81,90446.87,$43/hour,Auckland,Manukau,expired,2025-08-14 23:36:00,2025-09-20 23:36:00,False,Mid,823,6
183,7846,Manufacturing,Warehouse,Contract,Part Time,Warehouse Manager,103116.2,133890.94,$64/hour,Auckland,Franklin,filled,2024-09-27 05:28:57,2024-11-04 05:28:57,False,Senior,1635,3
184,8052,Manufacturing,Machine Operators,Permanent,Full Time,Production Manager,NULL,NULL,Negotiable,Gisborne,Gisborne,expired,2025-10-13 20:26:41,2025-11-03 20:26:41,False,Senior,1933,2
185,8533,Healthcare,Pharmacists,Permanent,Casual,Registered Nurse,102147.34,116921.49,$102k-$116k,Otago,Queenstown,closed,2026-08-05 13:35:29,2026-08-31 13:35:29,False,Senior,157,4
186,8507,Finance,Accountants,Contract,Full Time,Payroll Officer,77735.53,99523.5,$47/hour,Northland,Kaitaia,filled,2025-03-25 05:47:02,2025-04-28 05:47:02,False,Mid,2059,8
187,7114,Finance,Auditors,Permanent,Full Time,Financial Analyst,65352.23,73426.64,"$65,352-$73,426",Wellington,Porirua,closed,2024-07-02 03:29:16,2024-08-04 03:29:16,False,Mid,3892,2
188,7427,Retail,Store Managers,Permanent,Full Time,E-commerce Manager,117718.78,131701.73,$117k-$131k,Hawkes Bay,Hastings,expired,2024-09-18 16:32:09,2024-10-30 16:32:09,False,Senior,3724,1
189,7283,Technology,UX Designers,Permanent,Full Time,Data UX Designer,49146.13,59443.4,"$49,146-$59,443",Canterbury,Timaru,filled,2025-03-13 18:44:11,2025-04-22 18:44:11,True,Entry,2091,4
190,7551,Healthcare,Pharmacists,Permanent,Full Time,Healthcare Assistant,103251.38,129887.24,$103k-$129k,Waikato,Taupo,closed,2026-08-14 17:39:03,2026-09-20 17:39:03,False,Senior,109,6
191,8544,Construction,Quantity Surveyors,Temporary,Full Time,Site Manager,NULL,NULL,Negotiable,Canterbury,Timaru,filled,2024-06-17 05:13:36,2024-07-31 05:13:36,True,Entry,4727,4
192,8554,Agriculture,Horticulture,Permanent,Full Time,Orchard Supervisor,NULL,NULL,Negotiable,Wellington,Lower Hutt,closed,2024-07-16 20:37:23,2024-08-02 20:37:23,False,Executive,4017,2
193,7711,Finance,Accountants,Contract,Full Time,Accounts Manager,123404.99,159791.34,$76/hour,Bay of Plenty,Rotorua,filled,2025-11-16 16:15:41,2025-12-06 16:15:41,False,Senior,1575,3
194,8409,Manufacturing,Quality Control,Contract,Part Time,Quality Controller,101159.17,127148.87,$61/hour,Canterbury,Timaru,expired,2025-01-18 03:08:08,2025-02-03 03:08:08,False,Senior,2487,6
195,7896,Retail,Store Managers,Permanent,Part Time,Sales Consultant,67261.75,86171.95,"$67,261-$86,171",Bay of Plenty,Tauranga,closed,2024-03-26 13:42:28,2024-04-17 13:42:28,False,Mid,4011,3
196,8870,Manufacturing,Quality Control,Contract,Full Time,Machine Operator,71262.24,84374.22,$40/hour,Auckland,North Shore,expired,2024-03-18 13:23:20,2024-04-28 13:23:20,False,Mid,4416,7
197,8252,Healthcare,Mental Health,Permanent,Full Time,Physiotherapist,NULL,NULL,Negotiable,Auckland,Manukau,filled,2025-04-27 14:23:54,2025-05-13 14:23:54,False,Senior,2354,4
198,7222,Agriculture,Horticulture,Permanent,Full Time,Farm Hand,71731.48,89672.0,"$71,731-$89,672",Wellington,Porirua,closed,2026-07-06 20:31:31,2026-08-12 20:31:31,False,Mid,380,4
199,8739,Healthcare,Caregivers,Contract,Part Time,Registered Nurse,45144.83,56938.47,$27/hour,Wellington,Upper Hutt,closed,2026-02-17 16:06:14,2026-03-04 16:06:14,False,Entry,1001,3
200,7909,Accounting,Tax Specialists,Permanent,Full Time,Management Accountant,150686.14,194661.56,$150k-$194k,Hawkes Bay,Hastings,closed,2026-04-14 13:02:36,2026-05-28 13:02:36,True,Executive,424,1
201,8259,Government,Regulatory,Permanent,Full Time,Policy Analyst,NULL,NULL,Negotiable,Auckland,Waitakere,filled,2023-10-18 08:32:41,2023-11-10 08:32:41,False,Mid,6170,4
202,8980,Construction,Site Managers,Contract,Part Time,Electrician,113430.54,141321.19,$67/hour,Canterbury,Christchurch,filled,2026-02-04 22:21:17,2026-02-25 22:21:17,True,Senior,903,6
203,7909,Finance,Payroll,Permanent,Full Time,Credit Controller,NULL,NULL,Negotiable,Taranaki,Stratford,filled,2026-04-21 12:28:42,2026-05-30 12:28:42,False,Senior,334,5
204,7669,Legal,Compliance Officers,Permanent,Casual,Paralegal,51761.51,59578.05,"$51,761-$59,578",Auckland,Manukau,filled,2025-02-01 10:23:23,2025-02-26 10:23:23,True,Entry,1646,5
205,7033,Technology,Data Analysts,Permanent,Casual,Mid DevOps Engineer,NULL,NULL,Negotiable,Hawkes Bay,Napier,closed,2023-08-08 00:41:22,2023-08-27 00:41:22,True,Mid,5757,4
206,8649,Manufacturing,Production Managers,Contract,Full Time,Production Manager,124976.4,159847.65,$76/hour,Nelson-Marlborough,Richmond,closed,2024-02-24 11:10:19,2024-04-04 11:10:19,False,Senior,5287,6
207,8073,Agriculture,Viticulture,Permanent,Full Time,Farm Manager,50480.11,62414.97,"$50,480-$62,414",Auckland,Franklin,filled,2024-08-14 12:02:20,2024-09-20 12:02:20,True,Entry,2750,1
208,7829,Finance,Management Accountants,Temporary,Part Time,Accounts Manager,124774.95,142679.65,$124k-$142k,Auckland,Papakura,closed,2025-08-09 17:45:46,2025-08-24 17:45:46,False,Senior,1034,13
209,8616,Healthcare,Pharmacists,Permanent,Full Time,Physiotherapist,106047.13,135880.71,$106k-$135k,Hawkes Bay,Hastings,filled,2025-08-16 22:21:08,2025-09-12 22:21:08,True,Senior,2001,6
210,8022,Accounting,Accountants,Permanent,Full Time,Audit Manager,105943.66,132377.64,$105k-$132k,Bay of Plenty,Whakatane,closed,2026-02-10 22:07:48,2026-03-26 22:07:48,True,Senior,805,7
211,8659,Healthcare,Caregivers,Permanent,Part Time,Pharmacist,113076.57,141704.42,$113k-$141k,Auckland,Auckland City,expired,2025-12-14 23:45:29,2026-01-19 23:45:29,False,Senior,1551,5
212,7816,Manufacturing,Machine Operators,Permanent,Full Time,Warehouse Manager,101278.57,123987.51,$101k-$123k,Bay of Plenty,Rotorua,expired,2025-04-16 01:06:42,2025-05-15 01:06:42,False,Senior,2394,7
213,8125,Hospitality,Hotel Management,Contract,Full Time,Head Chef,77835.74,94224.14,$45/hour,Otago,Oamaru,closed,2025-09-10 01:03:53,2025-10-04 01:03:53,True,Mid,1307,9
214,8250,Manufacturing,Machine Operators,Contract,Full Time,Production Manager,79529.99,87509.3,$42/hour,Auckland,Auckland City,closed,2025-07-06 00:40:45,2025-07-21 00:40:45,False,Mid,1565,2
215,8437,Technology,UX Designers,Permanent,Full Time,Executive Software Engineer,152587.07,193632.52,$152k-$193k,Hawkes Bay,Hastings,closed,2023-11-06 14:16:54,2023-11-28 14:16:54,False,Executive,3098,3
216,8130,Technology,Product Managers,Permanent,Full Time,QA Engineer,NULL,NULL,Negotiable,Wellington,Wellington City,filled,2023-10-31 15:50:51,2023-11-30 15:50:51,True,Mid,3747,4
217,8789,Finance,Payroll,Permanent,Full Time,Accounts Manager,169796.1,203552.74,$169k-$203k,Waikato,Tauranga,active,2026-08-23 19:53:10,2026-09-07 19:53:10,True,Executive,106,12
218,7909,Agriculture,Horticulture,Permanent,Part Time,Dairy Manager,NULL,NULL,Negotiable,Auckland,Franklin,closed,2026-07-18 14:15:44,2026-08-27 14:15:44,True,Senior,182,1
219,8026,Legal,Compliance Officers,Permanent,Full Time,Senior Lawyer,116611.34,137137.1,$116k-$137k,Wellington,Lower Hutt,expired,2024-12-19 10:00:45,2025-01-04 10:00:45,True,Senior,2092,5
220,8489,Government,Communications,Permanent,Full Time,Project Manager,102690.87,115522.7,$102k-$115k,Auckland,Waitakere,filled,2024-02-09 16:05:23,2024-03-08 16:05:23,False,Senior,3805,12
221,7874,Manufacturing,Warehouse,Permanent,Full Time,Quality Controller,NULL,NULL,Negotiable,Waikato,Rotorua,expired,2024-05-06 23:46:55,2024-06-12 23:46:55,False,Mid,4732,6
222,7103,Manufacturing,Machine Operators,Permanent,Full Time,Production Manager,76524.52,96435.1,"$76,524-$96,435",Canterbury,Ashburton,expired,2025-04-26 19:49:36,2025-05-17 19:49:36,False,Mid,2910,2
223,7886,Manufacturing,Warehouse,Permanent,Part Time,Production Manager,118731.42,140010.16,$118k-$140k,Auckland,Franklin,closed,2024-01-25 08:51:52,2024-02-08 08:51:52,False,Senior,2586,4
224,7954,Legal,Paralegals,Temporary,Casual,Legal Executive,111735.42,135306.16,$111k-$135k,Auckland,North Shore,filled,2025-08-20 05:10:50,2025-09-09 05:10:50,True,Senior,2008,5
225,7302,Construction,Project Managers,Permanent,Full Time,Electrician,159050.85,183055.22,$159k-$183k,Waikato,Tauranga,expired,2024-06-22 17:50:33,2024-08-05 17:50:33,False,Executive,1740,8
226,8620,Hospitality,Bar Staff,Permanent,Full Time,Barista,113030.86,144582.37,$113k-$144k,Manawatu-Wanganui,Feilding,expired,2023-08-19 19:03:56,2023-09-04 19:03:56,True,Senior,6232,3
227,8909,Technology,Data Analysts,Permanent,Full Time,Senior DevOps Engineer,NULL,NULL,Negotiable,Auckland,Papakura,closed,2025-04-06 13:25:46,2025-05-03 13:25:46,True,Senior,1148,2
228,8050,Agriculture,Viticulture,Permanent,Full Time,Orchard Supervisor,46715.16,56166.64,"$46,715-$56,166",Auckland,Waitakere,filled,2025-05-02 01:14:55,2025-05-24 01:14:55,True,Entry,2679,1
229,8207,Retail,Store Managers,Permanent,Full Time,Buyer,48086.75,54850.22,"$48,086-$54,850",Hawkes Bay,Napier,expired,2025-10-03 02:52:24,2025-11-07 02:52:24,False,Entry,1216,5
230,8527,Hospitality,Hotel Management,Permanent,Casual,Barista,46896.84,57196.54,"$46,896-$57,196",Taranaki,Stratford,filled,2024-03-09 12:06:43,2024-03-31 12:06:43,True,Entry,2165,2
231,8240,Hospitality,Bar Staff,Contract,Full Time,Barista,45699.31,58115.01,$27/hour,Gisborne,Gisborne,expired,2025-10-04 19:45:18,2025-10-27 19:45:18,False,Entry,1754,5
232,8012,Hospitality,Restaurant Managers,Temporary,Full Time,Events Coordinator,NULL,NULL,Negotiable,Auckland,Franklin,expired,2025-01-18 11:52:44,2025-02-05 11:52:44,False,Senior,2284,5
233,8397,Technology,Data Analysts,Contract,Full Time,Senior Software Engineer,126703.37,152360.83,$73/hour,Southland,Te Anau,filled,2024-09-05 09:16:36,2024-10-02 09:16:36,True,Senior,4030,5
234,7340,Hospitality,Bar Staff,Permanent,Full Time,Head Chef,70285.9,82616.0,"$70,285-$82,616",Wellington,Kapiti Coast,filled,2025-01-29 06:17:50,2025-02-27 06:17:50,False,Mid,3189,5
235,8402,Legal,Paralegals,Permanent,Full Time,Compliance Officer,50691.11,59498.17,"$50,691-$59,498",Auckland,Franklin,closed,2025-11-14 21:26:02,2025-12-16 21:26:02,False,Entry,1079,2
236,7824,Education,Early Childhood,Permanent,Casual,SENCO,78886.39,88006.41,"$78,886-$88,006",Southland,Te Anau,closed,2025-12-06 15:33:07,2026-01-07 15:33:07,False,Mid,932,6
237,7162,Technology,Software Engineers,Temporary,Full Time,UX Designer,102493.73,115104.54,$102k-$115k,Hawkes Bay,Hastings,filled,2025-09-22 17:35:22,2025-11-06 17:35:22,False,Senior,832,6
238,8971,Government,Communications,Permanent,Casual,Policy Analyst,75747.4,91556.72,"$75,747-$91,556",Waikato,Rotorua,filled,2024-03-28 01:46:32,2024-05-12 01:46:32,False,Mid,1998,6
239,7945,Hospitality,Restaurant Managers,Permanent,Full Time,Head Chef,112536.97,134153.14,$112k-$134k,Canterbury,Christchurch,closed,2025-03-07 12:02:57,2025-04-02 12:02:57,False,Senior,3197,3
240,7372,Government,Policy Analysts,Permanent,Full Time,Policy Analyst,74677.54,86637.65,"$74,677-$86,637",Canterbury,Christchurch,filled,2025-04-27 11:46:15,2025-05-26 11:46:15,True,Mid,1463,5
241,7762,Healthcare,Mental Health,Permanent,Part Time,Physiotherapist,47525.46,60589.52,"$47,525-$60,589",Waikato,Cambridge,filled,2024-05-25 20:00:55,2024-07-05 20:00:55,False,Entry,2493,1
