listing_id,user_id,vehicle_type,make,model,year,mileage_km,fuel_type,transmission,body_type,colour,engine_cc,registration_status,asking_price,region,city,status,listed_date,sold_date,view_count,watchlist_count,enquiry_count
140,8543,SUV,Mazda,CX-9,2025,10743,Petrol,CVT,SUV,Silver,3000,On Hold,37778.77,Canterbury,Waimakariri,expired,2025-07-09 13:47:14,NULL,1885,368,109
141,7152,Car,Ford,Falcon,2016,161754,Diesel,Manual,Sedan,Black,2200,Registered,18305.58,Wellington,Kapiti Coast,withdrawn,2025-08-18 03:05:21,NULL,534,123,24
142,8789,Motorcycle,Hyundai,Venue,2024,10247,LPG,CVT,SUV,Gold,900,Registered,13608.68,Canterbury,Christchurch,expired,2024-10-19 17:21:27,NULL,2061,297,156
143,4506,Ute,Mazda,Mazda2,2022,40449,Petrol,Automatic,Van,Green,2200,Imported - Compliance Required,30575.01,Northland,Paihia,expired,2024-02-22 08:07:57,NULL,4023,389,136
144,5250,SUV,Suzuki,Baleno,2015,176852,Petrol,CVT,Ute,White,1500,On Hold,10080.18,Bay of Plenty,Mount Maunganui,sold,2025-07-21 07:02:43,2025-08-18 07:02:43,1371,216,87
145,8366,Boat,Ford,Escape,2019,86783,Hybrid,Manual,Ute,Orange,1500,Registered,46379.97,Auckland,Franklin,expired,2024-02-18 23:39:19,NULL,3497,708,190
146,5180,Car,Honda,Jazz,2016,156053,Petrol,CVT,Sedan,Grey,2000,On Hold,16035.76,Wellington,Lower Hutt,sold,2025-09-25 15:53:18,2025-10-09 15:53:18,1440,352,55
147,4633,SUV,Mazda,Mazda3,2020,62699,Diesel,Automatic,Convertible,White,1800,Registered,27556.62,Auckland,Auckland City,sold,2025-02-28 18:40:27,2025-03-03 18:40:27,2303,212,135
148,7664,Car,Holden,Colorado,2026,0,Hybrid,Automatic,Wagon,Silver,2200,Registered,33056.98,Auckland,Papakura,sold,2024-10-05 15:57:25,2024-11-13 15:57:25,1840,161,64
149,707,Ute,Toyota,Hilux,2026,0,Petrol,Manual,SUV,Blue,1300,Registered,35618.69,Canterbury,Christchurch,expired,2024-06-09 05:32:46,NULL,1871,168,66
150,1114,Motorcycle,Mazda,Mazda2,2023,15289,Petrol,Manual,SUV,Blue,250,Registered,10228.69,Waikato,Tauranga,withdrawn,2025-09-06 23:00:23,NULL,718,104,29
151,8812,Car,Nissan,Pathfinder,2023,34630,Petrol,Automatic,Hatchback,Grey,1500,Registered,30887.2,Auckland,North Shore,withdrawn,2025-08-08 23:41:26,NULL,1323,292,99
152,7435,Ute,Nissan,Pathfinder,2021,89004,Petrol,Manual,SUV,White,1600,Registered,23746.02,Bay of Plenty,Mount Maunganui,sold,2025-07-19 17:43:01,2025-08-15 17:43:01,1016,83,44
153,6304,Motorcycle,Ford,Falcon,2026,0,Petrol,CVT,Van,White,250,On Hold,15226.27,Wellington,Wellington City,expired,2025-10-26 21:06:00,NULL,312,44,21
154,777,SUV,Nissan,Leaf,2014,155916,Petrol,Manual,Hatchback,Gold,3500,On Hold,7844.97,Auckland,Manukau,expired,2025-09-21 15:14:30,NULL,1152,114,88
155,9137,SUV,Hyundai,Ioniq,2005,239055,Petrol,Automatic,Van,Blue,1500,On Hold,1500,Bay of Plenty,Rotorua,expired,2026-02-03 14:14:48,NULL,339,81,10
156,30,Car,Ford,Falcon,2022,63474,Hybrid,Manual,Sedan,Grey,1200,Registered,23130.73,Wellington,Wellington City,expired,2024-04-13 00:07:08,NULL,3345,720,128
157,8085,Motorcycle,Subaru,Outback,2025,3939,Petrol,Manual,Sedan,Silver,750,Expired,14669.49,Canterbury,Christchurch,sold,2024-04-08 12:50:08,2024-06-06 12:50:08,2590,558,111
158,7062,SUV,Ford,Everest,2025,13258,Diesel,Automatic,SUV,Red,1000,Registered,28710.3,Manawatu-Wanganui,Whanganui,sold,2026-05-07 21:09:50,2026-05-26 21:09:50,185,18,4
159,8089,Car,Toyota,Camry,2010,165606,Petrol,Automatic,Ute,Silver,2500,Registered,7820.35,Wellington,Kapiti Coast,expired,2025-12-21 12:27:39,NULL,536,106,29
160,8577,Car,BMW,5 Series,2024,34244,Petrol,Manual,Ute,White,1600,Expired,46044.94,Waikato,Cambridge,expired,2025-04-23 07:58:06,NULL,2258,352,109
161,7602,Car,BMW,3 Series,2023,43288,Petrol,Automatic,Sedan,White,1000,Registered,45631.79,Auckland,Manukau,expired,2024-06-02 21:37:03,NULL,1591,151,32
162,4617,Motorhome,Ford,Everest,2016,99124,Diesel,Automatic,Coupe,Grey,1200,Registered,13418.15,Manawatu-Wanganui,Levin,expired,2025-08-25 09:32:46,NULL,864,182,27
163,9533,Car,Mitsubishi,Pajero,2024,25557,Electric,CVT,Hatchback,Black,NULL,Registered,31282.31,Auckland,Franklin,expired,2024-08-30 13:06:56,NULL,1377,143,60
164,9744,Car,Holden,Trax,2024,21912,Petrol,Automatic,Ute,Silver,1500,Registered,26991.7,Wellington,Porirua,withdrawn,2024-04-07 18:53:59,NULL,3585,297,167
165,7136,Boat,Hyundai,Venue,2021,86986,Petrol,Automatic,Sedan,Blue,3000,Registered,39757.56,Southland,Gore,sold,2025-11-22 11:19:04,2026-01-14 11:19:04,962,218,31
166,7813,Car,Ford,Fiesta,2015,110501,Diesel,Automatic,Wagon,White,2000,On Hold,12495.92,Nelson-Marlborough,Nelson,sold,2024-02-11 06:07:33,2024-02-23 06:07:33,4391,970,193
167,6800,Car,Toyota,Camry,2024,35302,Hybrid,Manual,SUV,Blue,3000,Registered,30414.89,Hawkes Bay,Hastings,sold,2024-06-15 08:09:20,2024-07-31 08:09:20,2252,294,79
168,8541,Van,Toyota,C-HR,2018,101586,Diesel,Automatic,Hatchback,Blue,1000,Registered,15630.26,Waikato,Tauranga,withdrawn,2024-01-04 10:49:05,NULL,4695,656,141
169,9837,Car,Toyota,RAV4,2019,93254,Petrol,CVT,Sedan,Grey,4000,Registered,25662.31,Manawatu-Wanganui,Levin,sold,2023-11-14 10:55:22,2024-01-13 10:55:22,2345,206,84
170,7352,Ute,Volkswagen,Golf,2023,53807,Hybrid,CVT,Ute,White,4000,Registered,27547.61,Auckland,Manukau,expired,2024-10-28 21:46:23,NULL,1466,334,47
171,5525,Van,Mitsubishi,Pajero,2015,190319,Diesel,Automatic,Sedan,White,1300,Registered,8787.87,Bay of Plenty,Mount Maunganui,sold,2024-07-07 03:11:58,2024-08-07 03:11:58,3149,647,172
172,7482,Car,Hyundai,Venue,2020,92160,Petrol,Automatic,Hatchback,White,2200,Imported - Compliance Required,24773.53,Canterbury,Waimakariri,sold,2025-05-23 08:13:10,2025-06-12 08:13:10,847,204,38
173,9761,Car,Honda,CR-V,2016,116829,Petrol,Automatic,Wagon,Red,1300,Registered,11500.94,Canterbury,Timaru,sold,2024-09-12 17:35:46,2024-11-11 17:35:46,3074,316,157
174,5033,Boat,Nissan,Qashqai,2021,58599,Petrol,Automatic,SUV,Blue,3000,Registered,37259.73,Auckland,Franklin,expired,2023-08-09 12:05:23,NULL,1893,276,86
175,8541,Motorcycle,Holden,Captiva,2020,40029,Petrol,Automatic,SUV,Gold,300,Registered,8625.29,Auckland,Manukau,expired,2026-05-13 11:53:23,NULL,199,34,14
176,1125,Motorcycle,Toyota,RAV4,2023,17086,Hybrid,Automatic,SUV,Silver,650,On Hold,10737.65,Auckland,Franklin,sold,2024-12-08 03:06:29,2025-01-31 03:06:29,1843,325,94
177,5186,Van,Ford,Everest,2011,208762,Petrol,Automatic,Van,Blue,2200,Registered,1500,Auckland,Papakura,sold,2024-07-16 16:21:24,2024-08-30 16:21:24,3181,309,71
178,8972,Boat,Holden,Captiva,2024,33888,Electric,Manual,Hatchback,White,NULL,Expired,48144.16,Bay of Plenty,Whakatane,withdrawn,2023-11-11 10:20:20,NULL,3094,380,152
179,8835,Van,Audi,Q3,2019,111596,Diesel,Automatic,Hatchback,Green,1300,On Hold,25161.48,Wellington,Porirua,expired,2024-07-10 07:31:35,NULL,1325,249,88
180,7239,Car,Toyota,Land Cruiser,2021,42070,Diesel,Manual,Hatchback,White,2200,Registered,22295.98,Auckland,Franklin,sold,2024-09-19 02:04:37,2024-10-19 02:04:37,1121,168,28
181,4794,Car,BMW,X3,2019,73024,LPG,Manual,Sedan,Black,3000,Registered,26543.79,Auckland,Manukau,sold,2024-09-06 13:47:46,2024-09-22 13:47:46,3209,463,167
182,3266,Car,Toyota,Hilux,2022,53332,Diesel,CVT,Coupe,White,1500,Registered,30790.11,Otago,Oamaru,expired,2026-01-10 05:03:14,NULL,980,244,66
183,7573,SUV,Mercedes-Benz,C-Class,2023,52109,Petrol,Automatic,Hatchback,Red,2000,Expired,38876.5,Auckland,Auckland City,sold,2024-08-25 19:09:34,2024-10-15 19:09:34,3526,583,89
184,7625,Van,Hyundai,Tucson,2024,20145,Petrol,Automatic,SUV,Black,2500,Registered,27904.45,Auckland,Papakura,sold,2023-11-18 19:22:28,2023-12-27 19:22:28,3327,489,134
185,8651,Boat,Holden,Commodore,2023,50146,Petrol,Automatic,Ute,White,1600,Registered,56247.95,Auckland,Waitakere,expired,2024-12-11 21:20:12,NULL,2068,165,124
186,8658,Ute,Volkswagen,Tiguan,2025,12838,Diesel,Automatic,Coupe,White,1300,Registered,32834.14,Waikato,Cambridge,sold,2025-02-04 16:07:06,2025-02-16 16:07:06,1025,88,38
187,8324,Car,Ford,Escape,2023,47266,Petrol,Automatic,SUV,Silver,3000,Registered,30455.85,Gisborne,Gisborne,expired,2023-09-21 18:32:23,NULL,4792,899,248
188,1415,Motorhome,Subaru,WRX,2018,119010,Diesel,CVT,Convertible,Silver,1200,Registered,16435.76,Hawkes Bay,Hastings,expired,2023-11-12 17:43:53,NULL,3612,873,221
189,2667,Boat,Nissan,X-Trail,2014,199369,Petrol,Automatic,Wagon,Blue,4000,Registered,12850.63,Auckland,Waitakere,sold,2024-10-24 23:34:26,2024-12-16 23:34:26,704,76,27
190,2739,Ute,Holden,Commodore,2020,105860,Petrol,Manual,Ute,Silver,1300,Registered,26256.46,Wellington,Lower Hutt,sold,2023-10-18 16:04:19,2023-10-21 16:04:19,2051,487,86
191,2872,Boat,Nissan,Note,2022,70917,Petrol,Automatic,Van,Silver,2000,Expired,47582.48,Northland,Kaitaia,expired,2025-04-15 23:02:24,NULL,1557,260,93
192,9829,Car,Nissan,Pathfinder,2015,153133,Hybrid,CVT,Hatchback,Grey,1300,On Hold,17069.1,Wellington,Wellington City,withdrawn,2026-03-16 07:27:26,NULL,313,27,15
193,7376,Car,Mitsubishi,Outlander,2014,149858,Petrol,CVT,Hatchback,White,2500,Expired,13634.93,Bay of Plenty,Tauranga,sold,2025-02-12 22:37:10,2025-02-23 22:37:10,2077,376,62
194,8806,Car,Mitsubishi,Triton,2024,19280,Hybrid,Manual,Hatchback,Green,1000,Registered,29008.2,Otago,Queenstown,sold,2024-05-29 07:05:42,2024-06-03 07:05:42,2734,439,190
195,7942,Car,Holden,Commodore,2023,37277,Electric,Manual,Van,Blue,NULL,Registered,30389.2,Auckland,Waitakere,expired,2026-01-23 15:24:01,NULL,541,99,33
196,9874,Car,Honda,HR-V,2022,71444,Petrol,CVT,Hatchback,Black,1600,Registered,26194.18,Gisborne,Gisborne,withdrawn,2024-02-21 00:29:32,NULL,4197,683,149
197,5129,Motorcycle,Toyota,Corolla,2021,30608,Diesel,Automatic,Ute,Green,500,Registered,11289.48,Auckland,Waitakere,expired,2024-05-31 16:51:18,NULL,1241,168,36
198,4932,Car,Nissan,Navara,2017,120966,Petrol,Automatic,Van,Red,3000,Registered,13781.02,West Coast,Westport,sold,2023-10-26 10:33:33,2023-12-17 10:33:33,4156,1030,250
199,4303,SUV,Ford,Falcon,2014,211534,Petrol,Automatic,Hatchback,Silver,2200,Registered,15238.29,Canterbury,Selwyn,active,2026-07-28 03:08:43,NULL,28,3,1
200,1773,Car,Mazda,MX-5,2018,99896,Hybrid,Automatic,Hatchback,White,1300,Registered,14349.78,Canterbury,Selwyn,sold,2025-04-18 16:17:46,2025-06-05 16:17:46,1629,369,76
201,7790,Motorcycle,BMW,X1,2023,10099,Electric,Manual,Van,White,NULL,Registered,17784.0,Auckland,Manukau,sold,2024-02-12 11:30:48,2024-03-12 11:30:48,2225,455,46
202,7660,Car,Mitsubishi,Outlander,2019,92445,Petrol,CVT,Hatchback,Green,1200,Registered,20401.81,Auckland,Franklin,withdrawn,2023-10-17 21:34:30,NULL,2816,319,213
203,8799,Car,Ford,Everest,2025,11658,Diesel,Automatic,Wagon,White,1500,Imported - Compliance Required,33920.84,Auckland,Franklin,expired,2025-12-16 09:16:09,NULL,568,68,39
204,6863,Ute,Mazda,CX-3,2021,43453,Petrol,Automatic,Hatchback,Orange,1300,Expired,20567.97,Manawatu-Wanganui,Whanganui,expired,2025-09-29 10:17:31,NULL,583,86,22
205,8696,Car,Ford,Mustang,2018,93201,Petrol,Automatic,SUV,Blue,2200,Registered,20895.31,Canterbury,Ashburton,expired,2024-09-03 11:27:44,NULL,1778,369,52
206,1133,Car,Nissan,Pathfinder,2014,202739,Petrol,Manual,SUV,Silver,1300,Registered,12514.02,Otago,Oamaru,sold,2025-05-11 23:26:51,2025-05-24 23:26:51,577,82,12
207,3481,Van,Holden,Colorado,2026,0,Petrol,Automatic,Van,Blue,4000,Registered,31962.15,Wellington,Kapiti Coast,sold,2024-12-09 11:27:21,2025-01-30 11:27:21,1663,291,59
208,1673,Ute,BMW,X5,2020,98347,Petrol,Automatic,SUV,Bronze,4000,Registered,27981.79,Wellington,Wellington City,sold,2025-06-05 05:14:27,2025-06-17 05:14:27,1185,269,24
209,8104,SUV,Toyota,Corolla,2015,113588,Diesel,CVT,SUV,Grey,1500,Registered,8630.87,Waikato,Cambridge,sold,2023-09-06 05:10:56,2023-09-10 05:10:56,4415,436,311
210,9240,Car,Ford,Focus,2019,101912,Petrol,CVT,SUV,White,1800,Registered,16044.33,Auckland,Waitakere,withdrawn,2024-03-03 17:01:33,NULL,2478,518,77
211,109,Car,Mazda,Mazda2,2020,98331,Hybrid,Manual,Van,Gold,2200,On Hold,21853.65,Hawkes Bay,Napier,sold,2025-05-10 07:44:48,2025-05-29 07:44:48,1105,147,79
212,8806,Car,Honda,Jazz,2026,0,Hybrid,CVT,Sedan,Grey,1300,Registered,35928.11,Canterbury,Ashburton,withdrawn,2024-07-19 10:13:47,NULL,880,100,37
213,6241,Car,Nissan,Note,2021,71746,Hybrid,Manual,Wagon,Black,1600,Registered,27449.68,Auckland,North Shore,sold,2024-12-09 14:34:36,2025-01-29 14:34:36,799,73,57
214,5359,SUV,Holden,Astra,2016,109327,Petrol,Automatic,Ute,Red,1500,On Hold,18355.06,Auckland,Papakura,withdrawn,2025-10-05 13:09:41,NULL,981,234,64
215,9380,Car,Toyota,Hilux,2022,57145,Petrol,Automatic,Van,Red,2200,Registered,31092.93,Waikato,Cambridge,expired,2024-07-26 00:16:21,NULL,2860,253,211
216,6593,Motorhome,Ford,Mustang,2015,109240,LPG,Manual,SUV,Blue,1200,Registered,10244.92,Auckland,Waitakere,expired,2024-02-14 22:23:06,NULL,2937,284,85
217,6878,Ute,Mitsubishi,Pajero,2025,9624,Hybrid,Automatic,SUV,Gold,1800,On Hold,32927.22,Wellington,Wellington City,sold,2023-10-08 14:39:44,2023-10-30 14:39:44,4445,793,177
218,7823,Car,Subaru,Outback,2016,82168,Diesel,Automatic,SUV,White,1000,Registered,10525.67,Manawatu-Wanganui,Palmerston North,expired,2024-08-28 03:53:38,NULL,3477,617,190
219,8227,Ute,Mazda,CX-5,2021,52872,Electric,Automatic,Coupe,Gold,NULL,Registered,20396.33,Auckland,Waitakere,expired,2024-05-22 09:15:58,NULL,2325,543,141
220,2520,Motorhome,Toyota,Corolla,2023,40651,Petrol,Manual,Hatchback,Silver,1500,Registered,33772.35,Manawatu-Wanganui,Feilding,expired,2024-01-07 10:25:32,NULL,3723,481,212
221,6614,Car,Mitsubishi,Triton,2024,31542,Diesel,Manual,Sedan,Bronze,1200,Registered,35941.53,Auckland,Auckland City,expired,2025-01-28 04:49:13,NULL,733,166,27
222,7438,Car,Nissan,X-Trail,2024,34486,Petrol,Automatic,Van,Gold,3500,Registered,31810.19,Waikato,Taupo,expired,2024-08-28 21:04:37,NULL,3508,666,253
223,7044,Car,Holden,Astra,2022,34832,Petrol,CVT,Coupe,Grey,2500,Registered,25969.46,Auckland,Manukau,sold,2026-04-02 16:43:10,2026-04-20 16:43:10,490,78,26
224,3699,Ute,Mazda,CX-9,2020,107985,Electric,CVT,Hatchback,Red,NULL,Registered,26766.58,Auckland,Franklin,sold,2024-04-03 20:33:17,2024-05-07 20:33:17,1751,194,60
225,6617,SUV,Subaru,Outback,2024,27036,Petrol,Automatic,Wagon,Grey,2200,Registered,29923.47,Wellington,Wellington City,expired,2025-07-09 21:56:06,NULL,702,170,47
226,7389,Ute,Mitsubishi,Triton,2013,206819,Diesel,Manual,Coupe,Grey,2200,Registered,4798.9,West Coast,Hokitika,expired,2025-09-29 01:49:36,NULL,1170,132,40
227,3987,Car,Toyota,RAV4,2023,43327,Hybrid,CVT,Van,Grey,1600,Registered,29166.64,Bay of Plenty,Whakatane,sold,2026-06-30 17:13:32,2026-07-08 17:13:32,59,6,2
228,4788,Car,Ford,Escape,2018,123885,Diesel,Automatic,Ute,Blue,1500,Expired,14035.65,Auckland,Waitakere,sold,2023-09-06 11:17:24,2023-09-16 11:17:24,1175,218,39
229,2583,Car,Honda,CR-V,2020,58259,Petrol,Automatic,Hatchback,Silver,3000,Registered,19564.74,Hawkes Bay,Napier,expired,2024-08-19 10:32:39,NULL,2208,461,150
230,8674,Motorhome,Ford,Focus,2014,182553,Petrol,Automatic,Hatchback,Green,1600,Registered,11295.13,Wellington,Wellington City,expired,2025-10-18 07:27:45,NULL,1418,306,111
231,7617,Car,Toyota,Camry,2015,157197,Hybrid,Automatic,Coupe,Silver,1600,Imported - Compliance Required,16536.35,West Coast,Greymouth,expired,2024-04-23 05:30:23,NULL,3300,669,140
232,8643,Boat,Ford,Ranger,2022,36415,Petrol,Automatic,SUV,White,3000,Registered,39652.02,Waikato,Cambridge,expired,2025-11-26 10:04:12,NULL,911,219,48
233,9046,Car,Mitsubishi,Outlander,2024,22721,Diesel,Automatic,Sedan,Green,1300,Registered,32909.42,Waikato,Rotorua,sold,2024-06-12 09:37:41,2024-07-16 09:37:41,930,175,23
234,7812,Motorcycle,Holden,Captiva,2019,26808,Hybrid,Manual,Coupe,White,1200,Registered,8105.08,Otago,Queenstown,sold,2025-05-31 04:34:29,2025-07-16 04:34:29,966,154,62
235,7387,Car,Mitsubishi,Outlander,2024,26848,Petrol,Automatic,Sedan,Black,2500,On Hold,32733.88,Waikato,Taupo,sold,2023-09-24 19:11:43,2023-10-05 19:11:43,1694,219,106
236,6493,Boat,Mitsubishi,Lancer,2025,10975,Electric,Automatic,Hatchback,Black,NULL,Expired,57029.12,Auckland,Franklin,withdrawn,2026-06-09 14:31:04,NULL,171,38,10
237,9952,Car,Toyota,C-HR,2024,32233,Hybrid,Manual,Ute,Blue,1000,Registered,29709.65,Waikato,Cambridge,sold,2025-04-30 05:57:48,2025-06-07 05:57:48,982,194,73
238,5066,SUV,Honda,HR-V,2022,60556,Petrol,Automatic,Sedan,White,1000,Registered,23814.53,Waikato,Rotorua,expired,2026-02-24 22:53:49,NULL,268,31,14
239,8966,Car,Hyundai,i30,2025,10133,Electric,Automatic,Sedan,Silver,NULL,Registered,35271.54,Taranaki,New Plymouth,sold,2026-07-02 20:16:55,2026-07-07 20:16:55,132,28,3
240,7921,Car,Honda,Fit,2019,94381,Diesel,Automatic,Van,Gold,3500,Registered,21186.06,Auckland,Auckland City,expired,2026-01-31 02:51:48,NULL,944,106,35
241,5070,SUV,Holden,Captiva,2026,0,Petrol,Automatic,SUV,Blue,4000,Registered,33470.68,Wellington,Upper Hutt,expired,2025-11-08 00:12:47,NULL,488,103,20
242,8463,Car,Subaru,WRX,2017,156101,Petrol,Automatic,Ute,Black,2500,Registered,13983.4,Canterbury,Waimakariri,sold,2023-10-25 12:53:06,2023-11-29 12:53:06,4002,816,180
243,1188,Car,Mazda,Mazda3,2015,150426,Petrol,Automatic,Sedan,Black,2500,Expired,13781.4,Gisborne,Gisborne,sold,2026-01-12 19:32:22,2026-01-27 19:32:22,917,175,20
244,513,SUV,Mazda,BT-50,2025,17447,Petrol,Automatic,SUV,White,3000,Registered,37134.06,Manawatu-Wanganui,Feilding,expired,2025-12-28 03:17:12,NULL,600,94,36
245,4596,Car,Toyota,Aqua,2024,26981,Diesel,Automatic,Wagon,Black,2200,Registered,26860.27,Bay of Plenty,Rotorua,sold,2025-04-24 17:33:33,2025-06-22 17:33:33,1294,278,74
246,4028,Car,Toyota,Camry,2016,126049,Diesel,Automatic,Hatchback,White,1000,Registered,13432.7,Nelson-Marlborough,Richmond,expired,2026-07-30 22:02:25,NULL,39,5,1
247,4946,Car,Ford,Everest,2024,26969,Petrol,CVT,Van,Blue,1000,Registered,32267.98,Nelson-Marlborough,Blenheim,expired,2023-12-24 03:52:54,NULL,1121,159,48
248,7993,Van,Kia,Seltos,2023,26931,Petrol,Automatic,Sedan,Black,4000,Registered,32310.86,Taranaki,Stratford,withdrawn,2024-04-19 06:36:36,NULL,927,78,21
249,7958,Ute,Ford,Ranger,2020,63871,Diesel,Automatic,SUV,Blue,3000,Registered,23945.4,West Coast,Greymouth,sold,2024-12-10 08:46:09,2025-02-08 08:46:09,2459,465,157
250,7881,SUV,Honda,Accord,2014,166294,Petrol,Automatic,Hatchback,Blue,1200,Registered,10035.8,Wellington,Kapiti Coast,sold,2026-07-27 20:12:00,2026-07-31 20:12:00,63,11,4
251,6006,Van,Toyota,RAV4,2018,87681,Petrol,Automatic,Sedan,White,2000,Registered,22309.54,Canterbury,Timaru,expired,2026-02-02 23:21:24,NULL,649,56,21
252,7905,Van,Mazda,Mazda2,2015,169851,Petrol,Automatic,Hatchback,Gold,1200,Registered,17776.43,Wellington,Kapiti Coast,sold,2026-05-04 09:45:12,2026-05-28 09:45:12,139,26,6
253,7669,Van,Nissan,Note,2015,100469,Hybrid,Automatic,Van,Grey,2200,Registered,13385.54,Canterbury,Selwyn,expired,2024-01-04 06:04:18,NULL,3199,541,191
254,7250,SUV,Nissan,Note,2020,76731,Petrol,Automatic,SUV,Black,1300,Registered,19771.01,Auckland,Franklin,expired,2023-12-07 20:27:26,NULL,1458,348,87
255,9229,Ute,Audi,Q3,2025,14452,Petrol,Automatic,Sedan,Blue,2500,Registered,50752.51,Waikato,Hamilton,sold,2025-11-23 16:48:45,2025-12-30 16:48:45,715,100,24
256,254,Car,Toyota,Hilux,2016,93479,Petrol,Automatic,SUV,Bronze,2200,Expired,15069.64,Hawkes Bay,Hastings,sold,2024-04-14 19:03:48,2024-05-17 19:03:48,3381,372,86
257,9870,Car,Holden,Commodore,2024,22102,Petrol,Manual,SUV,Bronze,1200,Registered,28632.93,Auckland,Franklin,expired,2024-04-24 11:37:20,NULL,1068,88,47
258,8898,SUV,Mercedes-Benz,C-Class,2018,73690,Petrol,Automatic,Hatchback,Silver,2000,Registered,21886.07,Wellington,Lower Hutt,expired,2026-01-04 12:08:25,NULL,1032,136,44
259,7571,Motorcycle,Nissan,X-Trail,2020,21190,Petrol,Automatic,Sedan,Grey,300,Registered,8205.17,Wellington,Kapiti Coast,sold,2025-12-07 14:15:01,2026-01-04 14:15:01,415,34,18
260,7135,Motorhome,Volkswagen,Polo,2025,11378,LPG,Manual,Van,Silver,3000,Imported - Compliance Required,32704.5,Auckland,Auckland City,expired,2025-03-31 03:36:38,NULL,883,142,21
261,2377,Van,Subaru,WRX,2025,12150,Petrol,Automatic,Hatchback,White,1500,Registered,37288.7,Auckland,Papakura,withdrawn,2025-06-16 21:22:37,NULL,564,107,15
262,8881,Car,Mercedes-Benz,GLC,2024,28300,Electric,Automatic,Ute,Grey,NULL,Registered,45545.01,Wellington,Lower Hutt,withdrawn,2025-05-09 06:26:45,NULL,967,80,72
263,7047,Van,Mitsubishi,Outlander,2023,48466,Petrol,CVT,Sedan,Black,1500,Expired,30329.83,Manawatu-Wanganui,Whanganui,expired,2026-02-13 20:58:54,NULL,353,60,11
264,6633,Ute,Honda,CR-V,2014,150971,Hybrid,Automatic,Hatchback,Red,2500,Registered,6637.66,Auckland,Manukau,expired,2025-11-18 00:08:56,NULL,651,131,47
265,7126,Car,Subaru,Outback,2016,148784,Petrol,Manual,SUV,Green,1300,On Hold,18260.06,Northland,Paihia,sold,2025-01-23 03:09:28,2025-03-09 03:09:28,1067,180,84
266,6205,Car,Mitsubishi,Triton,2024,16893,Electric,Automatic,Sedan,Bronze,NULL,On Hold,33963.07,Waikato,Rotorua,expired,2024-09-07 12:00:27,NULL,3425,325,187
267,5001,Car,Mitsubishi,ASX,2020,55665,Petrol,Automatic,Van,White,1300,Registered,19963.2,Hawkes Bay,Havelock North,sold,2024-11-24 06:51:10,2024-12-30 06:51:10,791,183,58
268,8959,Car,Toyota,Land Cruiser,2023,25245,Diesel,CVT,Hatchback,Grey,4000,Expired,30322.43,Auckland,North Shore,expired,2025-05-19 08:20:18,NULL,1748,300,131
269,2126,SUV,Holden,Astra,2019,113996,Diesel,Automatic,Hatchback,Green,4000,Expired,20883.01,Auckland,Waitakere,expired,2025-03-03 12:08:57,NULL,2164,299,135
270,5510,Car,Toyota,Hilux,2025,13478,Electric,Automatic,SUV,Green,NULL,Registered,31105.13,Auckland,Manukau,sold,2026-02-22 17:39:45,2026-03-29 17:39:45,384,64,27
271,8287,Van,Toyota,Corolla,2021,59677,Hybrid,Automatic,Convertible,White,1800,On Hold,24185.6,Auckland,Manukau,sold,2024-05-12 22:33:24,2024-06-23 22:33:24,3559,857,251
272,7294,Car,Toyota,Corolla,2018,115372,Petrol,Automatic,Hatchback,Grey,1600,Registered,23544.37,Wellington,Wellington City,sold,2023-11-12 05:41:02,2023-12-16 05:41:02,1587,344,34
273,8591,Car,Toyota,Corolla,2021,82948,Petrol,CVT,Convertible,Grey,1300,Registered,23283.04,Wellington,Wellington City,expired,2025-12-11 12:30:42,NULL,1148,244,24
274,5336,Motorcycle,Audi,A4,2025,3525,Hybrid,Automatic,Van,Red,1200,On Hold,18675.47,Bay of Plenty,Rotorua,expired,2026-07-17 01:08:17,NULL,119,17,7
275,6769,Car,Mitsubishi,Triton,2024,18862,Diesel,Manual,SUV,White,1300,On Hold,29560.92,Auckland,Auckland City,withdrawn,2026-01-04 01:35:29,NULL,953,102,41
